smiles,pic50,scaffold,n_measurements,logS,substructure_match,generalized_match
CCOC(=O)C(CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1ccc2nonc2c1,6.37,c1ccc(-c2cccc(COc3cccc(OCc4ccc5nonc5c4)c3)c2)cc1,1,-7.241379261016846,0,0
CCOC(=O)C(CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccnc1,6.83,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-7.181684494018555,0,0
CCOC(=O)CCN1CCc2nc(OCc3cccc(-c4ccccc4F)c3Cl)ccc2C1,6.62,c1ccc(-c2cccc(COc3ccc4c(n3)CCNC4)c2)cc1,1,-6.213130950927734,0,0
CCOC(=O)N1CCC(c2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,7.82,c1cc(-c2nc(C3CCNCC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.3786213397979736,0,0
CCOC(=O)N1CCS(=O)(=Nc2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,8.7,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCNCC1,1,-3.7770166397094727,0,0
CCOc1cc(-c2cc(N3CCOCC3C)cc(N=S(C)(C)=O)n2)c2cc[nH]c2n1,8.4,c1cc(N2CCOCC2)cc(-c2ccnc3[nH]ccc23)n1,1,-3.935675859451294,0,0
CCOc1cc(-c2nc(N=S(C)(C)=O)cc(N3CCOCC3C)n2)cc(N)n1,6.56,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-3.339092254638672,0,0
CCOc1cc(NCc2cccc(-c3ccccc3)c2C)c(C)cc1CNC(CO)C(=O)O,6.46,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,1,-4.721028804779053,0,0
CCOc1cccc(-c2cccc(COc3cc(OC)c(CNCCNC(C)=O)c(OC)c3)c2C)c1,6.96,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-5.947193145751953,0,0
CCS(=O)(CC)=Nc1cc(N2CCOCC2C)cc(-c2ccnc3[nH]ccc23)n1,8.7,c1cc(N2CCOCC2)cc(-c2ccnc3[nH]ccc23)n1,1,-3.5876526832580566,0,0
CCS(=O)(CC)=Nc1cc(N2CCOCC2C)nc(-c2ccnc3[nH]ccc23)n1,8.7,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.675379037857056,0,0
CCS(C)(=O)=Nc1cc(N2CCOCC2C)nc(-c2ccnc3[nH]ccc23)n1,8.4,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.672910213470459,0,0
CCc1nc2ccccc2n1-c1nc(N=S(C)(C)=O)cc(N2CCOCC2C)n1,8.52,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-4.033228397369385,0,0
CN(C)C(=O)COc1cc(OCc2cccc(-c3ccccc3)c2Br)c(Cl)cc1CNC(CO)C(=O)O,7.37,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-5.150366306304932,0,0
CN(C)CCNCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C(F)F)cc1OCc1cccnc1,7.0,c1cncc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)c1,1,-6.621620178222656,0,0
CN(C)CCNCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C(F)F)cc1OCc1cncc(C#N)c1,7.53,c1cncc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)c1,1,-6.5011467933654785,0,0
CN(CC(=O)O)Cc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)nsc2c1,6.83,c1cc(Nc2nsc3ccccc23)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.15372896194458,0,0
CN(CCO)Cc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1OCc1cncc(C#N)c1,7.22,O=C(c1cccc(OCc2cccnc2)c1)N1CCc2c(-c3ccccc3)cccc21,1,-6.260671615600586,0,0
CN(Cc1cc(C(=O)Nc2cccc(-c3ccc4c(c3)OCCO4)c2C#N)c2nncn2c1)CC(O)CO,6.31,O=C(Nc1cccc(-c2ccc3c(c2)OCCO3)c1)c1cccn2cnnc12,1,-3.74408221244812,0,0
CNC(=O)N1CCC(c2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)C1,7.85,c1cc(-c2nc(C3CCNC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.229353666305542,0,0
CNC(=O)c1cc(-c2nc(N=S(C)(C)=O)cc(N3CCOCC3C)n2)cc(N)n1,6.69,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-2.5147597789764404,0,0
CNC1CC(C)N(c2nc3cc(-c4cccc(COc5cc(OCc6cncc(C#N)c6)c(CN(C)C(C)(CO)CO)cc5Cl)c4C)ccc3o2)C1,9.23,c1cncc(COc2cccc(OCc3cccc(-c4ccc5oc(N6CCCC6)nc5c4)c3)c2)c1,1,-6.248381614685059,0,0
CNC1CC(C)N(c2nc3cc(-c4cccc(COc5cc(OCc6cncc(C#N)c6)c(CN(C)C(CO)CO)cc5Cl)c4C)ccc3o2)C1,8.42,c1cncc(COc2cccc(OCc3cccc(-c4ccc5oc(N6CCCC6)nc5c4)c3)c2)c1,1,-6.213284969329834,0,0
CNC1CC(C)N(c2nc3cc(-c4cccc(COc5cc(OCc6cncc(C#N)c6)c(CN6CCCCC6C(=O)O)cc5Cl)c4C)ccc3o2)C1,8.12,c1cncc(COc2cc(OCc3cccc(-c4ccc5oc(N6CCCC6)nc5c4)c3)ccc2CN2CCCCC2)c1,1,-6.502723693847656,0,0
CNc1cc(-c2nc(N=S(C)(C)=O)cc(N3CCOCC3C)n2)ccn1,7.44,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-2.917222499847412,0,0
CNc1nc2ccccc2n1-c1cc(N2CCOCC2C)cc(N=S(C)(C)=O)n1,9.0,c1ccc2c(c1)ncn2-c1cc(N2CCOCC2)ccn1,1,-3.923253059387207,0,0
COC(=O)C(CO)NCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1ccnc(C#N)c1,7.52,c1cc(OCc2ccncc2)cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2)c1,1,-7.018490314483643,0,0
COC(=O)C1CCC(c2nc3cc(-c4cccc(COc5cc(OCc6cncc(C#N)c6)c(CN6CCCCC6C(=O)O)cc5Cl)c4C)ccc3o2)CC1,8.52,c1cncc(COc2cc(OCc3cccc(-c4ccc5oc(C6CCCCC6)nc5c4)c3)ccc2CN2CCCCC2)c1,1,-6.685540676116943,0,0
COC(=O)CN1CCc2nc(OCc3cccc(-c4ccccc4F)c3Cl)ccc2C1,6.43,c1ccc(-c2cccc(COc3ccc4c(n3)CCNC4)c2)cc1,1,-5.033107757568359,0,0
COC(=O)N1CCC(S(C)(=O)=Nc2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,7.82,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)C1CCNCC1,1,-3.7860805988311768,0,0
COC(=O)N1CCC(c2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)C1,8.0,c1cc(-c2nc(C3CCNC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.5255227088928223,0,0
COC(=O)N1CCC(c2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,8.0,c1cc(-c2nc(C3CCNCC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.464241743087769,0,0
COC(=O)N1CCS(=O)(=Nc2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,8.7,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCNCC1,1,-3.2779664993286133,0,0
COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC,6.49,c1ccc(-c2cccc(-c3ccccn3)c2)cc1,1,-5.29852294921875,0,0
COC(=O)c1cccc(-c2cccc(C=Cc3cc(OC)c(CNC(C)(CO)C(=O)O)c(OC)c3)c2C)c1,6.09,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.136264801025391,0,0
COCC(=O)N1CCC(c2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,7.89,c1cc(-c2nc(C3CCNCC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.006960153579712,0,0
COCC(=O)N1CCS(=O)(=Nc2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,8.3,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCNCC1,1,-2.9119465351104736,0,0
COCC(NCc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)nsc2c1)C(=O)O,7.1,c1cc(Nc2nsc3ccccc23)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.995596885681152,0,0
COCCNCc1cc(Cl)c(OC2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)nc1OC,7.37,c1ccc(OC2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)nc1,1,-5.421446323394775,0,0
COCCNCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1ccnc(C#N)c1,7.72,c1cc(OCc2ccncc2)cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2)c1,1,-6.551409721374512,0,0
COCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1OC,6.46,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-4.228893756866455,0,0
COCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1OCc1cncc(C#N)c1,6.6,O=C(c1cccc(OCc2cccnc2)c1)N1CCc2c(-c3ccccc3)cccc21,1,-6.229771614074707,0,0
COCCNCc1ccc(NC(=O)c2cccc(-c3ccccc3)c2Cl)nc1,6.1,O=C(Nc1ccccn1)c1cccc(-c2ccccc2)c1,1,-4.5628228187561035,0,0
COCCNCc1cnc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)s1,7.81,O=C(c1nccs1)N1CCc2c(-c3ccc4c(c3)OCCO4)cccc21,1,-3.144211769104004,0,0
COCCNCc1cnc(C(=O)N2CCc3c(-c4ccccc4)cccc32)s1,7.7,O=C(c1nccs1)N1CCc2c(-c3ccccc3)cccc21,1,-3.3582262992858887,0,0
COCCNCc1cnc2c(N3CCc4c(-c5ccc6c(c5)OCCO6)cccc43)ncnc2c1,7.81,c1cc(-c2ccc3c(c2)OCCO3)c2c(c1)N(c1ncnc3cccnc13)CC2,1,-3.557580947875977,0,0
COCCNCc1cnc2c(N3CCc4c(-c5ccccc5)cccc43)ncnc2c1,7.63,c1ccc(-c2cccc3c2CCN3c2ncnc3cccnc23)cc1,1,-3.7257161140441895,0,0
COCCNc1cc(CNCCO)cn2nc(-c3cccc(-c4ccccc4)c3C)nc12,6.52,c1ccc(-c2cccc(-c3nc4ccccn4n3)c2)cc1,1,-3.323373794555664,0,0
COCCOc1cccc(-c2cccc3c2CCC3Oc2nc(OC)c(CNCCO)cc2Cl)c1,7.03,c1ccc(-c2cccc3c2CCC3Oc2ccccn2)cc1,1,-4.679776668548584,0,0
CON(C)C(=O)COc1cc(OCc2cccc(-c3ccccc3)c2Br)c(Cl)cc1CNC(CO)C(=O)O,6.72,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-5.28903865814209,0,0
COP(=O)(NCCCOc1cccc(-c2cccc(COc3cc(OCc4ccc5nonc5c4)c(CNC(CO)C(=O)O)cc3Cl)c2Cl)c1)OC,6.13,c1ccc(-c2cccc(COc3cccc(OCc4ccc5nonc5c4)c3)c2)cc1,1,-5.236681938171387,0,0
COc1c(COc2ccc(CNCCO)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1,6.1,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-6.204887390136719,0,0
COc1cc(-c2cc(N3CCOCC3C)cc(N=S(C)(C)=O)n2)c2cc[nH]c2n1,7.32,c1cc(N2CCOCC2)cc(-c2ccnc3[nH]ccc23)n1,1,-4.0921406745910645,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NCCN)C1,8.31,c1cc(-c2ccc(CN3CCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-4.1137776374816895,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NCCO)CC1,9.26,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-4.953268051147461,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NN(C)C)C1,7.92,c1cc(-c2ccc(CN3CCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.323850631713867,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NN)CC1,7.02,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.3048248291015625,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NO)C1,9.03,c1cc(-c2ccc(CN3CCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.484069347381592,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NO)CC1,6.12,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.15181827545166,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)O)C1,8.96,c1cc(-c2ccc(CN3CCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.561573505401611,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCC(C(=O)NC(CO)(CO)CO)C1,7.71,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-4.066182613372803,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCC(C(=O)NC(CO)CO)C1,8.22,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-4.406517028808594,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCC(C(=O)NN(C)C)C1,7.43,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.573530197143555,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCC(C(=O)NN)C1,7.1,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.221395969390869,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCC(C(=O)NO)C1,8.96,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.1791510581970215,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCC1C(=O)NN,7.12,c1cc(-c2ccc(CN3CCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.17344331741333,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)NC(CO)(CO)CO,6.32,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-4.251455307006836,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)NC(CO)CO,7.2,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-4.399083614349365,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)NCCO,9.05,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.578115940093994,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)NN,7.78,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.489592552185059,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)NN(C)C,7.25,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.938880920410156,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)O,9.24,c1cc(-c2ccc(CN3CCCCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.789713382720947,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCN(S(C)(=O)=O)CC1,6.98,c1cc(-c2ccc(CN3CCNCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-4.758798599243164,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCNCC1,7.74,c1cc(-c2ccc(CN3CCNCC3)cc2)cc(-c2ccc3c(c2)OCCO3)c1,1,-5.363611698150635,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCCNC(C)=O,9.09,c1ccc(-c2cccc(-c3ccc4c(c3)OCCO4)c2)cc1,1,-4.946977138519287,0,0
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCCNS(C)(=O)=O,8.68,c1ccc(-c2cccc(-c3ccc4c(c3)OCCO4)c2)cc1,1,-4.179715633392334,0,0
COc1cc(-c2cccc(-c3nc4c(s3)CNCC4)c2C)ccn1,6.52,c1cc(-c2ccncc2)cc(-c2nc3c(s2)CNCC3)c1,1,-3.63419246673584,0,0
COc1cc(-c2nc(N=S(C)(=O)C3CC3)cc(N3CCOCC3C)n2)cc(N)n1,7.15,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccncc2)n1)C1CC1,1,-3.513389825820923,0,0
COc1cc(-c2nc(N=S(C)(=O)C3COC3)cc(N3CCOCC3C)n2)cc(N)n1,6.96,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccncc2)n1)C1COC1,1,-3.23519229888916,0,0
COc1cc(-c2nc(N=S(C)(C)=O)cc(N3CCOCC3C)n2)c2cc[nH]c2n1,7.66,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.953328847885132,0,0
COc1cc(-c2nc(N=S(C)(C)=O)cc(N3CCOCC3C)n2)cc(N)n1,6.91,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-3.3716161251068115,0,0
COc1cc(-c2nc(N=S(C)(C)=O)cc(N3CCOCC3C)n2)ccn1,6.51,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-3.2152132987976074,0,0
COc1cc(-n2ccc3c(-c4ccc5c(c4)OCCO5)cccc32)cc(OC)c1CNCC1CCC(=O)N1,8.0,O=C1CCC(CNCc2ccc(-n3ccc4c(-c5ccc6c(c5)OCCO6)cccc43)cc2)N1,1,-4.816539764404297,0,0
COc1cc(C(=O)N2CCC3C(c4ccccc4)=CC=CC32)ccc1CNCCO,6.88,O=C(c1ccccc1)N1CCC2C(c3ccccc3)=CC=CC21,1,-3.7477364540100098,0,0
COc1cc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)ccc1CNCCNC(C)=O,6.38,O=C(c1ccccc1)N1CCc2c(-c3ccc4c(c3)OCCO4)cccc21,1,-4.376021862030029,0,0
COc1cc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)ccc1CNCCO,6.65,O=C(c1ccccc1)N1CCc2c(-c3ccc4c(c3)OCCO4)cccc21,1,-4.255529403686523,0,0
COc1cc(C(=O)N2CCc3c(-c4ccccc4)cccc32)ccc1CN1CCCC1CO,6.21,O=C(c1ccc(CN2CCCC2)cc1)N1CCc2c(-c3ccccc3)cccc21,1,-4.569895267486572,0,0
COc1cc(C(=O)N2CCc3c(-c4ccccc4)cccc32)ccc1CNC(CO)C(=O)O,6.56,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-4.696424961090088,0,0
COc1cc(C(=O)N2CCc3c(-c4ccccc4)cccc32)ccc1CNCCNC(C)=O,6.66,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-4.529068946838379,0,0
COc1cc(C(=O)N2CCc3c(-c4ccccc4)cccc32)ccc1CNCCO,6.88,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-4.252715587615967,0,0
COc1cc(C=Cc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CN1CCCC1CO,6.62,C(=Cc1cccc(-c2ccc3c(c2)OCCO3)c1)c1ccc(CN2CCCC2)cc1,1,-5.757798671722412,0,0
COc1cc(C=Cc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNC(C)(CO)C(=O)O,7.16,C(=Cc1cccc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-5.253902435302734,0,0
COc1cc(C=Cc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNC(CO)C(=O)O,7.0,C(=Cc1cccc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-4.5091552734375,0,0
COc1cc(C=Cc2cccc(-c3ccc4c(c3)OCCO4)c2C)ccc1CNC(CO)C(=O)O,6.92,C(=Cc1cccc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-4.718184947967529,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2)cc(OC)c1CNC(C)(CO)C(=O)O,7.32,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.047120571136475,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C#N)cc(OC)c1CN1CCCC1CO,6.41,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCC2)cc1,1,-6.326070308685303,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCC(O)C1C(=O)O,6.34,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCCC2)cc1,1,-5.677497863769531,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCCC1(CO)C(=O)O,6.04,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCCC2)cc1,1,-6.138187408447266,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCCC1C(=O)O,7.22,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCCC2)cc1,1,-6.210580348968506,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(C)(CO)C(=O)O,7.32,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.343430042266846,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(C)C(=O)O,6.77,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.208432197570801,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(CCO)C(=O)O,6.89,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.063268184661865,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(CO)C(=O)O,7.3,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-4.688162326812744,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(CO)CO,7.22,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-4.252736568450928,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCC(=O)O,7.0,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.327855110168457,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCNC(C)=O,6.82,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.258943557739258,0,0
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCO,6.55,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.642890930175781,0,0
COc1cc(NCc2cccc(-c3ccccc3)c2C)c(C)cc1CNC(CO)C(=O)O,6.6,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,1,-4.363367557525635,0,0
COc1cc(NCc2cccc(-c3ccccc3)c2C)c(Cl)cc1CNC(CO)C(=O)O,6.97,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,1,-4.8067145347595215,0,0
COc1cc(NCc2cccc(-c3ccccc3)c2C)cc(OCc2cccc(C#N)c2)c1CNC(CO)C(=O)O,6.17,c1ccc(COc2cccc(NCc3cccc(-c4ccccc4)c3)c2)cc1,1,-6.188286781311035,0,0
COc1cc(NCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,6.76,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,1,-4.489524841308594,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)cc(OC)c1CNCC(O)CO,6.64,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.451414108276367,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CN1CC(O)CC1C(=O)O,6.95,O=C(Oc1ccc(CN2CCCC2)cc1)c1cccc(-c2ccccc2)c1,1,-4.369999885559082,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CN1CCC(O)CC1,7.11,O=C(Oc1ccc(CN2CCCCC2)cc1)c1cccc(-c2ccccc2)c1,1,-5.881138324737549,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)(CO)CO,7.14,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-3.9387190341949463,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)C(=O)O,7.56,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.787250995635986,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)CO,7.57,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.478696823120117,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCC(O)CO,6.52,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.4808759689331055,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCCN(C)C,6.45,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-5.1653313636779785,0,0
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,6.05,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.788896560668945,0,0
