smiles,pic50,pic50_mean,pic50_max,pic50_min,n_measurements,pic50_spread,high_conflict
Cc1ccc(C(=O)N2CCN(c3nc(Nc4cc(C)[nH]n4)c4cccn4n3)CC2)cc1,8.35,8.35,8.35,8.35,1,0.0,False
N=C(N)NS(=O)(=O)c1ccc(C2CC2C(=O)Nc2ccc3cnccc3c2)cc1,8.35,8.35,8.35,8.35,2,0.0,False
N#CCC1CCC(n2c(C3NC(C4CC4)=NO3)nc3cnc4[nH]ccc4c32)CC1,8.35,8.35,8.35,8.35,1,0.0,False
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3c(cccc3NS(C)(=O)=O)C2)n1,8.35,8.35,8.35,8.35,1,0.0,False
Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc3sc(C(=O)N4CCN(C(=O)OC(C)(C)C)CC4)cc3cc2OC(F)F)n1,8.35,8.35,8.35,8.35,1,0.0,False
O=C(Nc1cn(CC(=O)N2CCC(N(CCC(F)(F)F)Cc3ccccc3)CC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,8.35,8.35,8.35,8.35,2,0.0,False
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3c(cccc3NSC)C2)n1,8.35,8.35,8.35,8.35,1,0.0,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(C5=CC6CCC(C5)N6C(=O)CCC(F)(F)F)cccn4n3)cn2)CC1,8.34,8.216666666666667,9.0,7.31,3,1.6900000000000004,True
N#CCCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,8.34,8.34,8.34,8.34,2,0.0,False
N#CCC(NCC1CCC(C2C(=O)NC(=O)C3C=Nc4[nH]ccc4C32)CC1)C(F)(F)F,8.34,8.34,8.34,8.34,1,0.0,False
N#CCC1CCC(n2c(CC(=O)NC3CC(O)C3)nc3cnc4[nH]ccc4c32)CC1,8.34,8.34,8.34,8.34,1,0.0,False
Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccccc4F)CC3)nn3cccc23)n[nH]1,8.34,8.34,8.34,8.34,1,0.0,False
O=C(Cn1cc(Nc2nc3c(N4CC5CCC(C4)N5C(=O)CCC(F)(F)F)cccn3n2)cn1)N1CCC(CN2CCOCC2)CC1,8.34,8.34,8.34,8.34,1,0.0,False
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,8.34,8.34,8.46,8.22,2,0.2400000000000002,False
CN1CCN(c2ccc(Nc3nccc(-c4ccc(NC(=O)CCCCCCC(=O)NO)cc4)n3)cc2)CC1,8.34,8.34,8.34,8.34,1,0.0,False
CCn1cc(Nc2ncc(C(N)=O)c(NCc3c(F)cc(F)cc3F)n2)cn1,8.34,8.34,8.34,8.34,1,0.0,False
COc1ccc(C2(O)CCN(c3cccn4nc(Nc5ccc(C(=O)N(C)C6CCN(C)CC6)cc5)nc34)CC2)cc1,8.34,8.34,8.34,8.34,1,0.0,False
Cc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2cccnc12,8.34,8.34,9.22,7.46,2,1.7600000000000007,True
Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,8.34,8.34,8.34,8.34,2,0.0,False
CN(CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,8.34,8.34,8.34,8.34,1,0.0,False
CCn1cc(Nc2ncc(C(N)=O)c(NCC(C)C)n2)cn1,8.34,8.34,8.34,8.34,1,0.0,False
O=C1NCN(C2CCC(CNCC(F)(F)F)CC2)c2c1cnc1[nH]ccc21,8.34,8.34,8.34,8.34,1,0.0,False
CC(C)(C)N1Cc2cc(Nc3nn(C4(CC#N)CCOC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,8.335,8.335,8.65,8.02,2,0.6300000000000008,False
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cc1,8.335,8.335,9.4,7.27,2,2.130000000000001,True
O=C(CCCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2)NO,8.33,8.33,8.33,8.33,1,0.0,False
CN1CCN(CCNC(=O)c2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)CC1,8.33,8.33,8.33,8.33,1,0.0,False
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2ccccc2N(CCO)S(C)(=O)=O)n1,8.33,8.33,8.33,8.33,1,0.0,False
CCc1cc(O)c(F)cc1-c1cc(N)c(C=N)c(NCc2ccccc2N(CCO)S(C)(=O)=O)n1,8.33,8.33,8.33,8.33,1,0.0,False
N#CCC1CCC(n2c(Cc3ccn[nH]3)nc3cnc4[nH]ccc4c32)CC1,8.33,8.33,8.33,8.33,1,0.0,False
N#CCC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,8.33,8.33,8.33,8.33,1,0.0,False
CCC1(S(=O)(=O)Nc2cccc(-n3ccc4cnc(Nc5ccc(N6CCC(N(C)C)CC6)cc5)nc43)c2)CC1,8.33,8.33,8.33,8.33,1,0.0,False
CCCN(CCC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,8.33,8.33,8.33,8.33,1,0.0,False
Cc1ccc(C(=O)C=CC(=O)N2CCc3ccc(Nc4ncc(C)c(-c5cnn(C(C)C)c5)n4)cc3C2)cc1,8.325,8.325,9.05,7.6,2,1.450000000000001,False
CN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,8.32,8.32,8.32,8.32,2,0.0,False
CN1Cc2cc(F)ccc2OCCNC(=O)c2cnn3ccc1nc23,8.32,8.32,8.32,8.32,2,0.0,False
CC(c1ccc(F)cn1)n1c(=O)[nH]c2cnc(Nc3cc(F)c[nH]c3=O)nc21,8.32,8.32,8.32,8.32,1,0.0,False
Cc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCCC3O)c2n1,8.32,8.32,8.32,8.32,1,0.0,False
Cc1cc(Nc2nc(N3CCN(C(=O)c4ccc(C#N)cc4)CC3)nn3cccc23)n[nH]1,8.32,8.32,8.32,8.32,1,0.0,False
CC1(C)CC(n2c(=O)[nH]c3cnc(-c4cnc5ccc(F)cn45)nc32)CCO1,8.32,8.32,8.32,8.32,1,0.0,False
CN1CCC(N(C)C(=O)c2ccc(Nc3nc4c(C5=CCN(C(=O)C6CCC(C#N)CC6)CC5)cccn4n3)cc2)CC1,8.32,8.32,8.32,8.32,1,0.0,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CC6CCC(C5)N6C(=O)C5CCC(F)(F)CC5)cccn4n3)cn2)CC1,8.32,8.32,8.32,8.32,1,0.0,False
CCn1cc(-c2cccc3nc(Nc4ccnc(C)c4)nn23)cn1,8.32,8.32,8.32,8.32,1,0.0,False
N#CCC1CCC(n2c(C(=O)NCCO)nc3cnc4[nH]ccc4c32)CC1,8.32,8.32,8.32,8.32,1,0.0,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CC6CCC(C5)N6C(=O)c5ccccc5Cl)cccn4n3)cn2)CC1,8.32,8.32,8.32,8.32,1,0.0,False
Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cc(Cl)ccc2C)n1,8.31,8.31,8.31,8.31,1,0.0,False
N#Cc1ccc(N2CCC(Nc3cc(Nc4ccccn4)ncc3C(N)=O)CC2)nc1,8.31,8.31,8.31,8.31,1,0.0,False
CC(Oc1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1cc(F)ccc1Cl,8.31,8.309999999999999,8.52,8.1,2,0.41999999999999993,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CC6CCC(C5)N6Cc5ccc(Cl)cc5)cccn4n3)cn2)CC1,8.31,8.31,8.31,8.31,1,0.0,False
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCN(CCCF)CC5)c4)nc23)cc1,8.31,8.31,8.31,8.31,1,0.0,False
CC(C)(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3cccc(S(C)(=O)=O)c3)c3c(=O)[nH]ccc32)CC1,8.31,8.31,8.31,8.31,1,0.0,False
CS(=O)(=O)NCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,8.31,8.31,8.31,8.31,1,0.0,False
Cc1n[nH]c(C)c1Nc1nc(Nc2cnn(C)c2)ncc1C(N)=O,8.31,8.31,8.31,8.31,1,0.0,False
COc1cc(Nc2cncc(NC(C)c3ccc(F)cn3)n2)n[nH]1,8.31,8.309999999999999,8.52,8.1,2,0.41999999999999993,False
CS(=O)(=O)c1cccc(-c2cccc3nc(Nc4ccc(CN5CCOCC5)cc4)nn23)c1,8.31,8.31,8.31,8.31,1,0.0,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CC6CCC(C5)N6C(=O)COC(F)(F)F)cccn4n3)cn2)CC1,8.31,8.31,8.31,8.31,1,0.0,False
Cc1c[nH]c2ncc3ccn(C4CN(C(=O)CC#N)CCC4C)c3c12,8.31,8.31,8.31,8.31,1,0.0,False
N#CCC1CCC(n2c(CC(=O)NCC3(O)COC3)nc3cnc4[nH]ccc4c32)CC1,8.31,8.31,8.31,8.31,1,0.0,False
N#CCNC(=O)c1ccc(-c2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3)ncc2F)cc1,8.305,8.305,8.31,8.3,2,0.009999999999999787,False
COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12,8.305,8.305,9.22,7.39,2,1.830000000000001,True
COC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(S(=O)(=O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,8.3,8.3,8.3,8.3,1,0.0,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CC6CCC5CN6C(=O)CCC(F)(F)F)cccn4n3)cn2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
COC1CN(C2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)C1,8.3,8.3,8.3,8.3,1,0.0,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CC6CCC(C5)C6OCc5cnn(C)c5)cccn4n3)cn2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
CN1CCC(N(C)C(=O)c2ccc(Nc3nc4c(N5CCC(C)(NS(=O)(=O)c6ccccc6)CC5)cccn4n3)cc2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
COC1CN(c2ccn(-c3cc(-c4c(F)cccc4C#N)nc4c3C(=O)NC4)n2)CC1(C)OC,8.3,8.3,8.3,8.3,2,0.0,False
COC1CN(c2ccn(-c3cc(-c4c(F)cccc4C#N)nc4c3C(=O)NC4)n2)CC1(C)O,8.3,8.3,8.3,8.3,2,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCOCC3CO)n2)c2c(n1)CNC2=O,8.3,7.892,8.3,6.26,5,2.040000000000001,True
CC(C)S(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,8.3,8.3,8.3,8.3,1,0.0,False
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(C5CCOc6c(F)cccc65)c4n3)c2c1,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CC4OCCOC4C3)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(NC4CCCCC4)c23)cn1,8.3,8.3,8.3,8.3,1,0.0,False
O=C1NCc2nc(-c3c(F)cccc3Cl)cc(-n3ccc(N4CCC(N5CCOCC5)CC4)n3)c21,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CC4CCC(C3)O4)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CC(O)C(O)C3)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2cc3c(n2)NCCC3)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
O=C(NCC(F)(F)F)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-c2cc3n(n2)CC(O)CN3)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
Clc1cnc2nc1NCc1cc(Br)cc(c1)OCCCc1cccc(c1)N2,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCNC(=O)CC3)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
N#Cc1ccc(Nc2nn(C3COCCC3C#N)cc2C(N)=O)cc1C#N,8.3,8.3,8.3,8.3,1,0.0,False
CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)Nc3nc(OCC(C)(C)O)ns3)CC2C1,8.3,8.3,8.3,8.3,2,0.0,False
N#CC1CCOCC1n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1,8.3,8.3,8.3,8.3,1,0.0,False
CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)Oc3nc(OCC(C)(C)O)ns3)CC2C1,8.3,8.3,8.3,8.3,1,0.0,False
COc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)ccn1,8.3,8.3,8.3,8.3,1,0.0,False
Cc1cc(Nc2nc(NC(C)c3ncc(F)cn3)cc(N3CCOCC3)n2)n[nH]1,8.3,8.3,8.3,8.3,1,0.0,False
Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,8.3,8.3,8.3,8.3,2,0.0,False
Cc1cc(Nc2nc(NC(C)c3ncc(F)cn3)ncc2F)n[nH]1,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCC(C#N)C(O)C3)n2)c2c(n1)CNC2=O,8.3,7.953333333333333,8.3,7.26,6,1.040000000000001,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCC(F)C(O)C3)n2)c2c(n1)CNC2=O,8.3,7.953333333333333,8.3,7.26,6,1.040000000000001,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCC(N4CCOCC4)CC3)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCC(O)C(O)C3)n2)c2c(n1)CNC2=O,8.3,7.953333333333333,8.3,7.26,6,1.040000000000001,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCCNC(=O)C3)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
CCN=S(=O)(C1CC1)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,8.3,8.3,8.3,8.3,1,0.0,False
CC(C)(C)S(=O)(=O)Nc1cccc(-c2csc3cnc(Nc4cc(F)c5c(c4)CC4CNCCN54)nc23)c1,8.3,8.3,8.3,8.3,1,0.0,False
Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)NCCCN(C)C,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCCC(N)(C(F)(F)F)C3)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,6,0.0,False
CC(C)(C)S(=O)(=O)Nc1cccc(-c2csc3cnc(Nc4ccc5c(c4)CC4CNCCN54)nc23)c1,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCCC(C(=O)N4CCCC4)C3)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,6,0.0,False
O=C(CO)N1CCCC(Nc2cc(-c3cncc(O)c3)nc(-c3cnn4ccccc34)n2)C1,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCC4(CCNC4=O)C3)n2)c2c(n1)CNC2=O,8.3,7.953333333333333,8.3,7.26,6,1.040000000000001,False
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CC6OCCOC6C5)CC4)cc3)n2)cc1,8.3,8.3,8.3,8.3,2,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCC4(C3)OCCO4)n2)c2c(n1)CNC2=O,8.3,8.3,8.3,8.3,2,0.0,False
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCC6(CCCO6)CC5)CC4)cc3)n2)cc1,8.3,8.3,8.3,8.3,2,0.0,False
Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)N(C)C,8.3,8.3,8.3,8.3,1,0.0,False
N#Cc1cccc(F)c1-c1cc(-n2ccc(N3CCC4(C3)OCC(O)CO4)n2)c2c(n1)CNC2=O,8.3,7.953333333333333,8.3,7.26,6,1.040000000000001,False
CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCCN4CCOCC4)c3s2)cc1,8.3,8.3,8.3,8.3,1,0.0,False
CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCN4CCCCC4)c3s2)cc1,8.3,8.3,8.3,8.3,1,0.0,False
COc1cc(Nc2nc3cccc(-c4ccc(NS(C)(=O)=O)cc4)c3o2)cc(OC)c1OC,8.3,8.3,8.3,8.3,1,0.0,False
CNC(=O)c1ccc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)cc1C,8.3,8.3,8.3,8.3,1,0.0,False
CCC1(S(=O)(=O)Nc2cccc(-n3ccc4cnc(Nc5ccc(N6CCC(N(C)C)CC6)c(F)c5)nc43)c2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
CCc1cc(O)c(F)cc1-c1cc(N)c(C=N)c(NCc2ccccc2N(C)S(C)(=O)=O)n1,8.3,8.3,8.3,8.3,1,0.0,False
CN=S(=O)(C1CC1)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,8.3,8.3,8.3,8.3,1,0.0,False
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cncc(F)c2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)CC)c2cn[nH]c2c1,8.3,8.3,8.3,8.3,1,0.0,False
CS(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,8.3,8.3,8.3,8.3,1,0.0,False
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NC2CCOCC2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cccnc2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
CC1C(O)CCN1c1ccn(-c2cc(-c3c(F)cccc3C#N)nc3c2C(=O)NC3)n1,8.3,8.3,8.3,8.3,2,0.0,False
CN=S(C)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,8.3,8.3,8.3,8.3,1,0.0,False
CN1CCOC2CN(c3ccn(-c4cc(-c5c(F)cccc5C#N)nc5c4C(=O)NC5)n3)CC21,8.3,8.3,8.3,8.3,2,0.0,False
CC1(O)CN(c2ccn(-c3cc(-c4c(F)cccc4C#N)nc4c3C(=O)NC4)n2)CCC1O,8.3,8.151428571428571,8.3,7.26,7,1.040000000000001,False
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OC(CF)CF)CC1,8.3,8.3,8.3,8.3,1,0.0,False
NC(=O)c1nnc(-c2c(F)cccc2F)cc1Nc1ccc(N2CCOCC2=O)cn1,8.3,8.3,8.3,8.3,1,0.0,False
COC12CC3CC(C1)C(Nc1c(C(N)=O)cnc4[nH]ccc14)C(C3)C2,8.3,8.3,8.3,8.3,1,0.0,False
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)CC(F)(F)F)CC1,8.3,8.3,8.3,8.3,1,0.0,False
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)cc2)n1,8.3,8.3,8.3,8.3,1,0.0,False
O=C(CCCCCCCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2)NO,8.3,8.3,8.3,8.3,1,0.0,False
NC(=O)c1cnc2[nH]ccc2c1NC1C2CC3CC1CC(O)(C3)C2,8.3,8.110833333333334,8.77,6.61,12,2.1599999999999993,True
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br,8.3,8.3,8.3,8.3,1,0.0,False
CCc1ccc(Cl)cc1-c1c(C(=O)NC)cc(-c2cc(N)ncn2)n1C,8.3,8.3,8.3,8.3,1,0.0,False
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3c(cccc3C(=O)NCc3ccccc3)C2)n1,8.3,8.3,8.3,8.3,2,0.0,False
CCc1cc(O)c(F)cc1-c1nc(NCc2ccccc2N(C)S(C)(=O)=O)c2cn[nH]c2n1,8.3,8.3,8.3,8.3,1,0.0,False
O=c1[nH]ccc(NC2CCOCC2)c1-c1nc2ccccc2[nH]1,8.3,8.3,8.3,8.3,1,0.0,False
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,8.3,8.3,8.3,8.3,1,0.0,False
CC(=O)N1C2CC1CN(C1CCN(c3ccc(Nc4nccc(-c5ccc(C(=O)NCC#N)cc5)n4)cc3)CC1)C2,8.3,8.3,8.3,8.3,2,0.0,False
CC1(C#N)CCCN(c2ccn(-c3cc(-c4c(F)cccc4C#N)nc4c3C(=O)NC4)n2)C1,8.3,8.3,8.3,8.3,2,0.0,False
O=C(CCCCCn1cc(Nc2ncc(Cl)c(Nc3ccc(F)cc3)n2)cn1)NO,8.3,8.3,8.3,8.3,1,0.0,False
NC(=O)c1cnc2[nH]ccc2c1NC1C2CC3CC1CC(C2)C3O,8.3,8.3,8.3,8.3,1,0.0,False
CS(=O)(=O)NC1CCN(c2ccn(-c3cc(-c4c(F)cccc4C#N)nc4c3C(=O)NC4)n2)C1,8.3,8.3,8.3,8.3,6,0.0,False
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccncn2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
Cc1cnc(Nc2cc(N3CCOCC3)nc(NC(C)c3ccc(F)cn3)n2)s1,8.3,8.3,8.3,8.3,1,0.0,False
CN1CCN(c2ccn(-c3cc(-c4c(F)cccc4C#N)nc4c3C(=O)NC4)n2)CC1,8.3,8.3,8.3,8.3,2,0.0,False
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,8.3,8.3,8.3,8.3,1,0.0,False
CN1CCN(c2nc(-c3cnn4ccccc34)nc(OC3CCCN(C(=O)CO)C3)c2F)CC1,8.3,8.3,8.3,8.3,1,0.0,False
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)c(CO)c2)n1,8.3,8.3,8.3,8.3,1,0.0,False
Cc1cc(-c2cc3ncc(C(N)=O)c(NC4CCN(c5ccc(C#N)nn5)CC4(C)C)n3n2)ccn1,8.3,8.3,8.3,8.3,1,0.0,False
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cccc(N(C)C)c5)cccn4n3)cc2)CC1,8.3,8.3,8.3,8.3,1,0.0,False
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)cc2)n1,8.3,8.183333333333334,8.7,7.55,3,1.1499999999999995,False
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=NC2CC2)C2CC2)C1,8.3,8.3,8.3,8.3,1,0.0,False
O=C1Nc2cc(-c3ccc(O)cc3)ccc2C1=Cc1ccc[nH]1,8.3,8.3,8.3,8.3,1,0.0,False
Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)C(F)(F)F)CC4)n2)cn1,8.3,8.3,8.3,8.3,1,0.0,False
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)CC(F)(F)F)cc2)n1,8.3,8.35,9.0,7.75,3,1.25,False
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC(F)F)CC1,8.3,8.3,8.3,8.3,1,0.0,False
O=C(CCCCCCn1cc(Nc2ncc(Cl)c(NC3CC3)n2)cn1)NO,8.3,8.3,8.3,8.3,1,0.0,False
NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,8.3,8.3,8.3,8.3,1,0.0,False
O=S(=O)(Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1)C1CC1,8.3,8.443999999999999,8.7,8.22,5,0.47999999999999865,False
Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(S(C)(=O)=O)CC4)n2)cn1,8.3,8.3,8.3,8.3,1,0.0,False
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=N)(=O)C2CC2)C1,8.3,8.3,8.3,8.3,1,0.0,False
CCS(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,8.3,8.3,8.3,8.3,3,0.0,False
Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccn2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1,8.3,8.3,8.3,8.3,1,0.0,False
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)nc3)ncc2C1,8.3,8.3,8.3,8.3,1,0.0,False
CCn1cc(Nc2ncc(C(N)=O)c(NCc3cccc(F)c3)n2)cn1,8.295,8.295,8.32,8.27,2,0.05000000000000071,False
CC1(C)CCC(c2cc(F)ccc2F)N1c1ccn2ncc(C(N)=O)c2n1,8.29,8.29,8.29,8.29,1,0.0,False
COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,8.29,8.29,8.29,8.29,1,0.0,False
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CC6CCC(C5)N6Cc5ccc(C#N)cc5)cccn4n3)cn2)CC1,8.29,8.29,8.29,8.29,1,0.0,False
N#CCC1CCC(n2c(CC(=O)NCCOc3ccncc3)nc3cnc4[nH]ccc4c32)CC1,8.29,8.29,8.29,8.29,1,0.0,False
CC(C)NC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12,8.29,8.29,8.29,8.29,1,0.0,False
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(N(C)Cc2ccccc2N(C)S(C)(=O)=O)n1,8.29,8.29,8.29,8.29,2,0.0,False
