molecule_chembl_id,smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL21156,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,IC50,1.0,nM,9.0,CHEMBL704109
CHEMBL386760,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,IC50,240.0,nM,6.62,CHEMBL870360
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,11.0,nM,7.96,CHEMBL908418
CHEMBL557844,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1.Cl,IC50,141.0,nM,6.85,CHEMBL908418
CHEMBL221378,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,IC50,28.0,nM,7.55,CHEMBL908418
CHEMBL375205,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,IC50,29.0,nM,7.54,CHEMBL908418
CHEMBL220484,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1,IC50,446.0,nM,6.35,CHEMBL908418
CHEMBL220969,C[C@H](Nc1cc(-c2cccc(C#N)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,56.0,nM,7.25,CHEMBL908418
CHEMBL374321,C[C@H](Nc1cc(-c2ccc(C#N)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,18.0,nM,7.75,CHEMBL908418
CHEMBL221376,C[C@H](Nc1cc(-c2cnn(C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,77.0,nM,7.11,CHEMBL908418
CHEMBL220483,COc1ccc(-c2cc(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)n2)cc1OC,IC50,12.0,nM,7.92,CHEMBL908418
CHEMBL373523,C[C@H](Nc1cc(-c2cccc(N(C)C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,167.0,nM,6.78,CHEMBL908418
CHEMBL384820,C[C@H](Nc1cc(-c2ccc(N(C)C)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,20.0,nM,7.7,CHEMBL908418
CHEMBL222027,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,16.0,nM,7.8,CHEMBL908418
CHEMBL221037,C[C@H](Nc1cc(N2CC[C@@H](O)C2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,59.0,nM,7.23,CHEMBL908418
CHEMBL376885,CN1CCN(c2cc(Nc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,IC50,113.0,nM,6.95,CHEMBL908418
CHEMBL385114,CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1,IC50,68.0,nM,7.17,CHEMBL908418
CHEMBL218439,CN1CCN(c2cc(Oc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,IC50,17.0,nM,7.77,CHEMBL908418
CHEMBL375296,C[C@H](Nc1cc(N2CCN(C)CC2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,19.0,nM,7.72,CHEMBL908418
CHEMBL218579,C[C@H](Nc1cc(N(C)C)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,7.0,nM,8.15,CHEMBL908418
CHEMBL221912,COC[C@H](C)Nc1ccnc(-n2cnc3ccc(C#N)cc32)n1,IC50,124.0,nM,6.91,CHEMBL908418
CHEMBL375076,C[C@@H](Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,49.0,nM,7.31,CHEMBL908418
CHEMBL220585,C[C@H](Nc1ccnc(-n2cnc3cnccc32)n1)c1ccccc1,IC50,51.0,nM,7.29,CHEMBL908418
CHEMBL218602,C[C@@H](c1ccccc1)N(C)c1ccnc(-n2cnc3ccncc32)n1,IC50,153.0,nM,6.82,CHEMBL908418
CHEMBL218746,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(Cl)cc1,IC50,51.0,nM,7.29,CHEMBL908418
CHEMBL221976,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,IC50,8.0,nM,8.1,CHEMBL908418
CHEMBL221029,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,4.0,nM,8.4,CHEMBL908418
CHEMBL323994,O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1,IC50,600.0,nM,6.22,CHEMBL908418
CHEMBL386637,CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,IC50,550.0,nM,6.26,CHEMBL910182
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,11.0,nM,7.96,CHEMBL897052
CHEMBL392371,C[C@@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,IC50,298.0,nM,6.53,CHEMBL897052
CHEMBL232149,CN1CCN(C(=O)c2cc3c(NC(C)(C)C)nc(-n4cnc5ccncc54)nc3n2C)CC1,IC50,323.0,nM,6.49,CHEMBL897052
CHEMBL392998,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NS(=O)(=O)c1ccccc1)n2C)c1ccccc1,IC50,359.0,nM,6.45,CHEMBL897052
CHEMBL232147,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)C(C)(C)O,IC50,209.0,nM,6.68,CHEMBL897052
CHEMBL393375,COc1ccc(Cl)c(Nc2nc(-n3cnc4ccncc43)nc3c2cc(C(=O)N2CCN(C)CC2)n3C)c1,IC50,132.0,nM,6.88,CHEMBL897052
CHEMBL231949,COC[C@H](C)Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C,IC50,222.0,nM,6.65,CHEMBL897052
CHEMBL231948,COCCNC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)nc2n1C,IC50,25.0,nM,7.6,CHEMBL897052
CHEMBL231733,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NCCCn1ccnc1)n2C)c1ccccc1,IC50,53.0,nM,7.28,CHEMBL897052
CHEMBL391096,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCOCC1)n2C)c1ccccc1,IC50,21.0,nM,7.68,CHEMBL897052
CHEMBL233969,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NCCCN1CCOCC1)n2C)c1ccccc1,IC50,42.0,nM,7.38,CHEMBL897052
CHEMBL394174,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NS(C)(=O)=O)n2C)c1ccccc1,IC50,55.0,nM,7.26,CHEMBL897052
CHEMBL233555,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NCCN(C)C)n2C)c1ccccc1,IC50,19.0,nM,7.72,CHEMBL897052
CHEMBL391492,CONC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)nc2n1C,IC50,6.0,nM,8.22,CHEMBL897052
CHEMBL233151,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,IC50,11.0,nM,7.96,CHEMBL897052
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,IC50,100.0,nM,7.0,CHEMBL945937
CHEMBL272424,O=c1[nH]ccc2c3[nH]c(-c4c(F)cccc4Cl)nc3c3ccc(F)cc3c12,IC50,0.2,nM,9.7,CHEMBL945937
CHEMBL270347,Fc1cccc(Cl)c1-c1nc2c3ccccc3c3ccccc3c2[nH]1,IC50,900.0,nM,6.05,CHEMBL945937
CHEMBL21156,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,IC50,1.0,nM,9.0,CHEMBL937065
CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,IC50,1.2,nM,8.92,CHEMBL1009897
CHEMBL510641,Cc1nc(C)c(-c2ccc3[nH]nc(N)c3c2)s1,IC50,320.0,nM,6.5,CHEMBL1011746
CHEMBL498859,Nc1n[nH]c2ccc(-c3ccccc3Cl)cc12,IC50,370.0,nM,6.43,CHEMBL1011746
CHEMBL481583,Nc1n[nH]c2ccc(-c3cccc(Cl)c3)cc12,IC50,740.0,nM,6.13,CHEMBL1011746
CHEMBL480411,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,78.0,nM,7.11,CHEMBL1011746
CHEMBL481985,CCS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,790.0,nM,6.1,CHEMBL1011746
CHEMBL520947,Nc1n[nH]c2ccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cc12,IC50,330.0,nM,6.48,CHEMBL1011746
CHEMBL482188,Cc1cc(-c2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc2c(N)n[nH]c12,IC50,770.0,nM,6.11,CHEMBL1011746
CHEMBL482189,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)c(Cl)c1,IC50,39.0,nM,7.41,CHEMBL1011746
CHEMBL480411,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,206.0,nM,6.69,CHEMBL1011748
CHEMBL21156,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,IC50,1.0,nM,9.0,CHEMBL987116
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,4.7,nM,8.33,CHEMBL973444
CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,IC50,1.0,nM,9.0,CHEMBL981410
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,20.0,nM,7.7,CHEMBL1019775
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,20.0,nM,7.7,CHEMBL1016953
CHEMBL559626,CC/C(=C(/CC)c1ccc(O)c(CN(CC)CC)c1)c1ccc(O)c(CN(CC)CC)c1,IC50,60.0,nM,7.22,CHEMBL1033558
CHEMBL584052,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,IC50,870.0,nM,6.06,CHEMBL1042418
CHEMBL584052,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,IC50,270.0,nM,6.57,CHEMBL1042393
CHEMBL569721,Cc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,50.0,nM,7.3,CHEMBL1043451
CHEMBL570230,Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,75.0,nM,7.12,CHEMBL1043451
CHEMBL570192,Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,4.0,nM,8.4,CHEMBL1043451
CHEMBL571526,Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,108.0,nM,6.97,CHEMBL1043451
CHEMBL576286,CC(C)Oc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,10.0,nM,8.0,CHEMBL1043451
CHEMBL570464,COc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,3.0,nM,8.52,CHEMBL1043451
CHEMBL570002,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,IC50,6.0,nM,8.22,CHEMBL1043452
CHEMBL568788,Cc1cc(Nc2cnc(C#N)c(NC(C)c3ccc(F)cn3)n2)n[nH]1,IC50,5.0,nM,8.3,CHEMBL1043452
CHEMBL569720,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,87.0,nM,7.06,CHEMBL1043452
CHEMBL578201,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,11.0,nM,7.96,CHEMBL1043452
CHEMBL570230,Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,907.0,nM,6.04,CHEMBL1043452
CHEMBL568789,Cc1cc(Nc2nc(NC(C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,47.0,nM,7.33,CHEMBL1043452
CHEMBL576257,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,3.0,nM,8.52,CHEMBL1043452
CHEMBL570192,Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,142.0,nM,6.85,CHEMBL1043452
CHEMBL578194,C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)cnc1C#N)c1ccc(F)cn1,IC50,25.0,nM,7.6,CHEMBL1043452
CHEMBL576068,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)cnc2C)n[nH]1,IC50,18.0,nM,7.75,CHEMBL1043452
CHEMBL576286,CC(C)Oc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,421.0,nM,6.38,CHEMBL1043452
CHEMBL569738,Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,3.0,nM,8.52,CHEMBL1043452
CHEMBL570899,Cc1cc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,IC50,3.0,nM,8.52,CHEMBL1043452
CHEMBL570464,COc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,8.0,nM,8.1,CHEMBL1043452
CHEMBL568790,CC(C)Nc1cc(-c2c(N)nn3cccnc23)ncn1,IC50,20.0,nM,7.7,CHEMBL1044318
CHEMBL570668,Nc1nn2cccnc2c1-c1cc(N2CCCCC2)ncn1,IC50,44.0,nM,7.36,CHEMBL1044318
CHEMBL577944,NC(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,84.0,nM,7.08,CHEMBL1044318
CHEMBL568866,CCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cc(C)cnc34)ncn2)C1,IC50,260.0,nM,6.58,CHEMBL1044318
CHEMBL576486,Nc1nn2cccnc2c1-c1cc(N2CCOCC2)ncn1,IC50,210.0,nM,6.68,CHEMBL1044318
CHEMBL585527,CN(C)C1CCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,880.0,nM,6.06,CHEMBL1044318
CHEMBL570462,Nc1nn2cccnc2c1-c1cc(N2CCCC(O)C2)ncn1,IC50,70.0,nM,7.16,CHEMBL1044318
CHEMBL576272,NC(=O)C1CCN(c2cc(-c3c(N)nn4cccnc34)ncn2)CC1,IC50,190.0,nM,6.72,CHEMBL1044318
CHEMBL569948,CCCN(CCC)c1cc(-c2c(N)nn3cccnc23)ncn1,IC50,25.0,nM,7.6,CHEMBL1044318
CHEMBL571118,COC(=O)C1CCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,87.0,nM,7.06,CHEMBL1044318
CHEMBL571119,CCOC(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,130.0,nM,6.89,CHEMBL1044318
CHEMBL570231,CCCN(CC)C(=O)C1CCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,160.0,nM,6.8,CHEMBL1044318
CHEMBL569737,CN(C)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,200.0,nM,6.7,CHEMBL1044318
CHEMBL569757,CCCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,3.6,nM,8.44,CHEMBL1044318
CHEMBL569091,CCCN(CCC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,4.7,nM,8.33,CHEMBL1044318
CHEMBL569092,CCN(CC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,4.0,nM,8.4,CHEMBL1044318
CHEMBL569957,CCCN(CC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,3.1,nM,8.51,CHEMBL1044318
CHEMBL570456,CCN(CCC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,4.6,nM,8.34,CHEMBL1044318
CHEMBL570890,Nc1nn2cccnc2c1-c1cc(NCc2ccccc2)ncn1,IC50,6.0,nM,8.22,CHEMBL1044318
CHEMBL584322,CCN(Cc1ccccc1)c1cc(-c2c(N)nn3cccnc23)ncn1,IC50,34.0,nM,7.47,CHEMBL1044318
CHEMBL569739,CCN(Cc1ccncc1)c1cc(-c2c(N)nn3cccnc23)ncn1,IC50,560.0,nM,6.25,CHEMBL1044318
CHEMBL576475,Nc1nn2cccnc2c1-c1cc(NCc2ccccn2)ncn1,IC50,22.0,nM,7.66,CHEMBL1044318
CHEMBL583030,Nc1nn2cccnc2c1-c1cc(NCc2cccnc2)ncn1,IC50,36.0,nM,7.44,CHEMBL1044318
CHEMBL570686,Nc1nn2cccnc2c1-c1cc(NCc2ccc(F)cc2)ncn1,IC50,1.5,nM,8.82,CHEMBL1044318
CHEMBL569012,Nc1nn2cccnc2c1-c1cc(NCc2ccc(Cl)cc2)ncn1,IC50,1.4,nM,8.85,CHEMBL1044318
CHEMBL568815,Nc1nn2cccnc2c1-c1cc(OCc2ccc(F)cc2)ncn1,IC50,7.8,nM,8.11,CHEMBL1044318
CHEMBL568816,C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccccc1,IC50,1.4,nM,8.85,CHEMBL1044318
CHEMBL576862,C[C@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccccc1,IC50,21.0,nM,7.68,CHEMBL1044318
CHEMBL570206,C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(Cl)cc1,IC50,8.0,nM,8.1,CHEMBL1044318
CHEMBL583895,C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,0.2,nM,9.7,CHEMBL1044318
CHEMBL576476,Nc1nn2cccnc2c1-c1cc(N[C@H]2CCc3ccccc32)ncn1,IC50,52.0,nM,7.28,CHEMBL1044318
CHEMBL570229,Nc1nn2cccnc2c1-c1cc(N[C@@H]2CCc3ccccc32)ncn1,IC50,11.0,nM,7.96,CHEMBL1044318
CHEMBL582808,Nc1nn2cccnc2c1-c1cc(N2CCCC2c2ccc(F)cc2)ncn1,IC50,3.4,nM,8.47,CHEMBL1044318
CHEMBL569966,CC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,0.6,nM,9.22,CHEMBL1044318
CHEMBL584944,CCC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,0.5,nM,9.3,CHEMBL1044318
CHEMBL570217,CC(C)[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,0.6,nM,9.22,CHEMBL1044318
CHEMBL570456,CCN(CCC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,IC50,910.0,nM,6.04,CHEMBL1044320
CHEMBL583895,C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,160.0,nM,6.8,CHEMBL1044320
CHEMBL569966,CC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,270.0,nM,6.57,CHEMBL1044320
CHEMBL584944,CCC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,75.0,nM,7.12,CHEMBL1044320
CHEMBL570217,CC(C)[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,IC50,470.0,nM,6.33,CHEMBL1044320
CHEMBL591096,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1F,IC50,860.0,nM,6.07,CHEMBL1049518
CHEMBL602183,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)c(F)c1,IC50,720.0,nM,6.14,CHEMBL1049518
CHEMBL604038,Oc1ccc(C2Nc3ccccc3-c3ncnc4[nH]cc2c34)c(F)c1,IC50,200.0,nM,6.7,CHEMBL1049518
CHEMBL589869,Oc1ccc(C2Nc3ccccc3-c3ncnc4[nH]cc2c34)cc1F,IC50,140.0,nM,6.85,CHEMBL1049518
CHEMBL603048,Oc1ccc(C2=Nc3ccccc3-c3ncnc4[nH]cc2c34)c(Cl)c1,IC50,160.0,nM,6.8,CHEMBL1049518
CHEMBL1093749,CNS(=O)(=O)c1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc23)cc1,IC50,42.0,nM,7.38,CHEMBL1107850
CHEMBL205098,COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC,IC50,5.9,nM,8.23,CHEMBL1107850
CHEMBL1081290,COc1cc(Nc2nc3cccc(-c4ccccc4)c3o2)cc(OC)c1OC,IC50,15.0,nM,7.82,CHEMBL1107850
CHEMBL1081443,COc1cc(Nc2nc3cccc(-c4ccccn4)c3o2)cc(OC)c1OC,IC50,110.0,nM,6.96,CHEMBL1102770
CHEMBL1081290,COc1cc(Nc2nc3cccc(-c4ccccc4)c3o2)cc(OC)c1OC,IC50,15.0,nM,7.82,CHEMBL1102770
CHEMBL1081291,COc1cc(Nc2nc3cccc(-c4cccc(Cl)c4)c3o2)cc(OC)c1OC,IC50,440.0,nM,6.36,CHEMBL1102770
CHEMBL1081292,COc1ccc(-c2cccc3nc(Nc4cc(OC)c(OC)c(OC)c4)oc23)cc1,IC50,840.0,nM,6.08,CHEMBL1102770
CHEMBL1081975,COc1cc(Nc2nc3cccc(-c4ccc5ncccc5c4)c3o2)cc(OC)c1OC,IC50,8.0,nM,8.1,CHEMBL1102770
CHEMBL1081976,COc1cc(Nc2nc3cccc(-c4cccc(NS(C)(=O)=O)c4)c3o2)cc(OC)c1OC,IC50,150.0,nM,6.82,CHEMBL1102770
CHEMBL1081977,COc1cc(Nc2nc3cccc(-c4ccc(NS(C)(=O)=O)cc4)c3o2)cc(OC)c1OC,IC50,5.0,nM,8.3,CHEMBL1102770
CHEMBL1081978,COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)cc(OC)c1OC,IC50,8.0,nM,8.1,CHEMBL1102770
CHEMBL1081485,COc1cc(Nc2nc3cccc(-c4ccc(CN5CCOCC5)cc4)c3o2)cc(OC)c1OC,IC50,14.0,nM,7.85,CHEMBL1102770
CHEMBL1081663,CN(C)C(=O)c1ccc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)cc1,IC50,39.0,nM,7.41,CHEMBL1102770
CHEMBL1081664,Cc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)ccc1C(=O)N(C)C,IC50,8.0,nM,8.1,CHEMBL1102770
CHEMBL1080159,Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)N(C)C,IC50,5.0,nM,8.3,CHEMBL1102770
CHEMBL1082022,CNC(=O)c1ccc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)cc1C,IC50,5.0,nM,8.3,CHEMBL1102770
CHEMBL1082023,Cc1cc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)oc23)ccc1C(=O)N1CCOCC1,IC50,8.0,nM,8.1,CHEMBL1102770
CHEMBL1076700,Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)NCCCN(C)C,IC50,5.0,nM,8.3,CHEMBL1102770
CHEMBL1087898,Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1,IC50,4.0,nM,8.4,CHEMBL1103122
CHEMBL1087898,Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1,IC50,49.0,nM,7.31,CHEMBL1103123
CHEMBL570899,Cc1cc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,IC50,3.0,nM,8.52,CHEMBL1103123
CHEMBL1088030,Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)s1,IC50,3.0,nM,8.52,CHEMBL1103123
CHEMBL1087269,Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,IC50,5.0,nM,8.3,CHEMBL1103123
CHEMBL1088423,O=c1[nH]c2cnc(-n3cnc4ccc(C(F)(F)F)cc43)nc2n1C1CCOCC1,IC50,560.0,nM,6.25,CHEMBL1102456
CHEMBL1080322,O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,IC50,393.0,nM,6.41,CHEMBL1102456
CHEMBL1080323,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(C5CCOCC5)c4n3)c2c1,IC50,470.0,nM,6.33,CHEMBL1102456
CHEMBL1081846,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1Cc1cccc(F)c1F,IC50,1000.0,nM,6.0,CHEMBL1102456
CHEMBL1080332,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5cccc(F)c5F)c4n3)c2c1,IC50,270.0,nM,6.57,CHEMBL1102456
CHEMBL1080333,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1Cc1c(F)cccc1F,IC50,320.0,nM,6.5,CHEMBL1102456
CHEMBL1079523,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(F)cccc5F)c4n3)c2c1,IC50,28.0,nM,7.55,CHEMBL1102456
CHEMBL1079525,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccccc21,IC50,170.0,nM,6.77,CHEMBL1102456
CHEMBL1079526,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2cccc(F)c21,IC50,97.0,nM,7.01,CHEMBL1102456
CHEMBL1081190,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(F)cc21,IC50,83.0,nM,7.08,CHEMBL1102456
CHEMBL1076221,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(Cl)cc21,IC50,500.0,nM,6.3,CHEMBL1102456
CHEMBL1080110,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2cc(F)ccc21,IC50,95.0,nM,7.02,CHEMBL1102456
