molecule_chembl_id,smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL5890870,N#CCC1(n2ncc(-c3cc(-c4cnn(CCO)c4)cc4ncccc34)n2)CC(C#N)C1,IC50,52.0,nM,7.28,CHEMBL5737869
CHEMBL5807692,Cn1cc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)c(CO)n1,IC50,666.0,nM,6.18,CHEMBL5737869
CHEMBL5742753,Cn1ncc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)c1N,IC50,740.0,nM,6.13,CHEMBL5737869
CHEMBL5786158,Cn1cc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)c(N)n1,IC50,105.0,nM,6.98,CHEMBL5737869
CHEMBL5786158,Cn1cc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)c(N)n1,IC50,380.0,nM,6.42,CHEMBL5737869
CHEMBL6064161,Cc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)c[nH]1,IC50,32.0,nM,7.5,CHEMBL5737869
CHEMBL6064161,Cc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)c[nH]1,IC50,243.0,nM,6.61,CHEMBL5737869
CHEMBL6055686,Cn1cc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)nn1,IC50,146.0,nM,6.84,CHEMBL5737869
CHEMBL5824808,N#CCC1(n2ncc(-c3cc(-c4nc(CO)cs4)cc4ncccc34)n2)CC(C#N)C1,IC50,94.0,nM,7.03,CHEMBL5737869
CHEMBL5824808,N#CCC1(n2ncc(-c3cc(-c4nc(CO)cs4)cc4ncccc34)n2)CC(C#N)C1,IC50,649.0,nM,6.19,CHEMBL5737869
CHEMBL5810636,N#CCC1(n2ncc(-c3cc(-c4cnc(CO)s4)cc4ncccc34)n2)CC(C#N)C1,IC50,990.0,nM,6.0,CHEMBL5737869
CHEMBL5777867,N#CCC1(n2ncc(-c3cc(-c4ncc(CO)s4)cc4ncccc34)n2)CC(C#N)C1,IC50,660.0,nM,6.18,CHEMBL5737869
CHEMBL5910502,N#CCC1(n2ncc(-c3cc(-c4ccccn4)cc4ncccc34)n2)CC(C#N)C1,IC50,123.0,nM,6.91,CHEMBL5737869
CHEMBL5938221,N#CCC1(n2ncc(-c3cc(-c4ccc(F)cn4)cc4ncccc34)n2)CC(C#N)C1,IC50,114.0,nM,6.94,CHEMBL5737869
CHEMBL5938221,N#CCC1(n2ncc(-c3cc(-c4ccc(F)cn4)cc4ncccc34)n2)CC(C#N)C1,IC50,876.0,nM,6.06,CHEMBL5737869
CHEMBL5910654,N#CCC1(n2ncc(-c3cc(-c4cccc(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1,IC50,100.0,nM,7.0,CHEMBL5737869
CHEMBL5910654,N#CCC1(n2ncc(-c3cc(-c4cccc(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1,IC50,25.0,nM,7.6,CHEMBL5737869
CHEMBL5897384,N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cn4)cc4ncccc34)n2)CC(C#N)C1,IC50,688.0,nM,6.16,CHEMBL5737869
CHEMBL5897384,N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cn4)cc4ncccc34)n2)CC(C#N)C1,IC50,106.0,nM,6.97,CHEMBL5737869
CHEMBL5942392,Cc1cc(-c2cc(-c3cnn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)c3cccnc3c2)ccn1,IC50,973.0,nM,6.01,CHEMBL5737869
CHEMBL5978633,N#CCC1(n2ncc(-c3cc(-c4cccc(N)n4)cc4ncccc34)n2)CC(C#N)C1,IC50,670.0,nM,6.17,CHEMBL5737869
CHEMBL5978633,N#CCC1(n2ncc(-c3cc(-c4cccc(N)n4)cc4ncccc34)n2)CC(C#N)C1,IC50,92.0,nM,7.04,CHEMBL5737869
CHEMBL6061810,N#CCC1(n2ncc(-c3cc(-c4ccc(N)cn4)cc4ncccc34)n2)CC(C#N)C1,IC50,69.0,nM,7.16,CHEMBL5737869
CHEMBL6061810,N#CCC1(n2ncc(-c3cc(-c4ccc(N)cn4)cc4ncccc34)n2)CC(C#N)C1,IC50,354.0,nM,6.45,CHEMBL5737869
CHEMBL5929587,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(N)nc4)cc4ncccc34)n2)C1,IC50,834.0,nM,6.08,CHEMBL5737869
CHEMBL6002518,N#CCC1(n2ncc(-c3cc(-c4ccc(N)nc4)cc4ncccc34)n2)CC(C#N)C1,IC50,938.0,nM,6.03,CHEMBL5737869
CHEMBL6002518,N#CCC1(n2ncc(-c3cc(-c4ccc(N)nc4)cc4ncccc34)n2)CC(C#N)C1,IC50,167.0,nM,6.78,CHEMBL5737869
CHEMBL6036151,CS(=O)(=O)c1ccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)nc1,IC50,42.0,nM,7.38,CHEMBL5737869
CHEMBL6036151,CS(=O)(=O)c1ccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)nc1,IC50,281.0,nM,6.55,CHEMBL5737869
CHEMBL5911448,N#CCC1(n2ncc(-c3cc(-c4cccc(C(=O)O)n4)cc4ncccc34)n2)CC(C#N)C1,IC50,345.0,nM,6.46,CHEMBL5737869
CHEMBL5919420,CS(=O)(=O)Nc1cccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)n1,IC50,80.0,nM,7.1,CHEMBL5737869
CHEMBL5919420,CS(=O)(=O)Nc1cccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)n1,IC50,411.0,nM,6.39,CHEMBL5737869
CHEMBL5902901,CS(=O)(=O)Nc1ccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)nc1,IC50,25.0,nM,7.6,CHEMBL5737869
CHEMBL5902901,CS(=O)(=O)Nc1ccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)nc1,IC50,148.0,nM,6.83,CHEMBL5737869
CHEMBL5890887,CC(=O)Nc1cccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)n1,IC50,155.0,nM,6.81,CHEMBL5737869
CHEMBL5890887,CC(=O)Nc1cccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)n1,IC50,33.0,nM,7.48,CHEMBL5737869
CHEMBL5880395,Cc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)ccc1CCO,IC50,93.0,nM,7.03,CHEMBL5737869
CHEMBL5880395,Cc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)ccc1CCO,IC50,540.0,nM,6.27,CHEMBL5737869
CHEMBL5880183,N#CCC1(n2ncc(-c3cc(-c4cc5c(cn4)CCN5)cc4ncccc34)n2)CC(C#N)C1,IC50,811.0,nM,6.09,CHEMBL5737869
CHEMBL5807224,Cc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)ccc1O,IC50,138.0,nM,6.86,CHEMBL5737869
CHEMBL5845756,COc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)ccc1N,IC50,35.0,nM,7.46,CHEMBL5737869
CHEMBL5845756,COc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)ccc1N,IC50,256.0,nM,6.59,CHEMBL5737869
CHEMBL5966507,N#CCC1(n2ncc(-c3cc(-c4cc(N)ncn4)cc4ncccc34)n2)CC(C#N)C1,IC50,774.0,nM,6.11,CHEMBL5737869
CHEMBL5806135,N#CCC1(n2ncc(-c3cc(-c4ccc(N)nn4)cc4ncccc34)n2)CC(C#N)C1,IC50,67.0,nM,7.17,CHEMBL5737869
CHEMBL5806135,N#CCC1(n2ncc(-c3cc(-c4ccc(N)nn4)cc4ncccc34)n2)CC(C#N)C1,IC50,369.0,nM,6.43,CHEMBL5737869
CHEMBL5966590,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(=O)[nH]c4)cc4ncccc34)n2)C1,IC50,982.0,nM,6.01,CHEMBL5737869
CHEMBL5768550,N#CCC1(n2ncc(-c3cc(-c4cc[nH]c(=O)c4)cc4ncccc34)n2)CC(C#N)C1,IC50,207.0,nM,6.68,CHEMBL5737869
CHEMBL5941145,CCn1cc(-c2cc(-c3cnn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)c3cccnc3c2)ccc1=O,IC50,682.0,nM,6.17,CHEMBL5737869
CHEMBL5939450,N#CCC1(n2ncc(-c3cc(-c4cnc5ncccn45)cc4ncccc34)n2)CC(C#N)C1,IC50,291.0,nM,6.54,CHEMBL5737869
CHEMBL6013132,N#CCC1(n2ncc(-c3cc(-c4cnn5cccnc45)cc4ncccc34)n2)CC(C#N)C1,IC50,200.0,nM,6.7,CHEMBL5737869
CHEMBL5879664,N#CCC1(n2ncc(-c3cc(-c4cnc5cccnn45)cc4ncccc34)n2)CC(C#N)C1,IC50,353.0,nM,6.45,CHEMBL5737869
CHEMBL5803396,N#CCC1(n2ncc(-c3cc(-c4cn5ccnc5c(N)n4)cc4ncccc34)n2)CC(C#N)C1,IC50,183.0,nM,6.74,CHEMBL5737869
CHEMBL5954931,Cc1nc2ccc(-c3cc(-c4cnn(C5(CC#N)CC(C#N)C5)n4)c4cccnc4c3)nc2[nH]1,IC50,82.0,nM,7.09,CHEMBL5737869
CHEMBL5943135,CN1C(=O)COc2ccc(-c3cc(-c4cnn(C5(CC#N)CC(C#N)C5)n4)c4cccnc4c3)nc21,IC50,29.0,nM,7.54,CHEMBL5737869
CHEMBL5943135,CN1C(=O)COc2ccc(-c3cc(-c4cnn(C5(CC#N)CC(C#N)C5)n4)c4cccnc4c3)nc21,IC50,50.0,nM,7.3,CHEMBL5737869
CHEMBL5881134,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cccc(CN)c4)cc4ncccc34)n2)C1,IC50,924.0,nM,6.03,CHEMBL5737869
CHEMBL5765519,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cccc(C(N)=O)c4)cc4ncccc34)n2)C1,IC50,909.0,nM,6.04,CHEMBL5737869
CHEMBL5996354,N#CCC1(n2ncc(-c3cc(-c4cccc(C(N)=O)c4)cc4ncccc34)n2)CC(C#N)C1,IC50,169.0,nM,6.77,CHEMBL5737869
CHEMBL5807806,N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cc4)cc4ncccc34)n2)CC(C#N)C1,IC50,116.0,nM,6.94,CHEMBL5737869
CHEMBL5807806,N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cc4)cc4ncccc34)n2)CC(C#N)C1,IC50,748.0,nM,6.13,CHEMBL5737869
CHEMBL5745762,N#CCC1(n2ncc(-c3cc(-c4ccc(C(=O)O)cc4)cc4ncccc34)n2)CC(C#N)C1,IC50,179.0,nM,6.75,CHEMBL5737869
CHEMBL5861522,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(O)cc4)cc4ncccc34)n2)C1,IC50,609.0,nM,6.21,CHEMBL5737869
CHEMBL5757927,N#CCC1(n2ncc(-c3cc(-c4ccc(OCCN)cc4)cc4ncccc34)n2)CC(C#N)C1,IC50,805.0,nM,6.09,CHEMBL5737869
CHEMBL5741078,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(F)c(CO)c4)cc4ncccc34)n2)C1,IC50,964.0,nM,6.02,CHEMBL5737869
CHEMBL5919309,N#CCC1(n2ncc(-c3cc(-c4ccc(-c5nnn[nH]5)cc4)cc4ncccc34)n2)CC(C#N)C1,IC50,160.0,nM,6.8,CHEMBL5737869
CHEMBL5933263,N#CCC1(n2cc(-c3cc(-c4cc[nH]n4)cc4nccn34)cn2)CC(C#N)C1,IC50,468.0,nM,6.33,CHEMBL5737869
CHEMBL5780648,N#CCC1(n2cc(-c3cc(-c4cn[nH]c4)cc4nccn34)cn2)CC(C#N)C1,IC50,812.0,nM,6.09,CHEMBL5737869
CHEMBL5871743,Cn1cc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)c3)n3ccnc3c2)cn1,IC50,204.0,nM,6.69,CHEMBL5737869
CHEMBL5867210,Cc1cc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)c3)n3ccnc3c2)[nH]n1,IC50,389.0,nM,6.41,CHEMBL5737869
CHEMBL5867210,Cc1cc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)c3)n3ccnc3c2)[nH]n1,IC50,188.0,nM,6.73,CHEMBL5737869
CHEMBL5891218,Cc1ncc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)c3)n3ccnc3c2)[nH]1,IC50,859.0,nM,6.07,CHEMBL5737869
CHEMBL5888723,N#CCC1(n2cc(-c3cc(-c4nc(CO)cs4)cc4nccn34)cn2)CC(C#N)C1,IC50,518.0,nM,6.29,CHEMBL5737869
CHEMBL5801366,N#CCC1(n2cc(-c3cc(-c4cccc(C(N)=O)n4)cc4nccn34)cn2)CC(C#N)C1,IC50,147.0,nM,6.83,CHEMBL5737869
CHEMBL5884275,COc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)c3)n3ccnc3c2)ccc1N,IC50,349.0,nM,6.46,CHEMBL5737869
CHEMBL5937556,Cn1cc(-c2cc(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n3ncnc3c2)cn1,IC50,486.0,nM,6.31,CHEMBL5737869
CHEMBL5983703,Cn1cc(-c2cc3nccnc3c(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n2)cn1,IC50,24.0,nM,7.62,CHEMBL5737869
CHEMBL5817984,Cn1cc(-c2cc3nccnc3c(-c3cnn(C4(CC#N)CN(CC#N)C4)c3)n2)cn1,IC50,17.0,nM,7.77,CHEMBL5737869
CHEMBL5954662,CS(=O)(=O)C1CN(Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,IC50,498.0,nM,6.3,CHEMBL5737932
CHEMBL3301607,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,55.0,nM,7.26,CHEMBL5737932
CHEMBL5899029,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,IC50,2.5,nM,8.6,CHEMBL5737936
CHEMBL5763265,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)c6ccccc6)c5)c4n3)cc2)CC1,IC50,3.0,nM,8.52,CHEMBL5737936
CHEMBL5771560,O=S(=O)(Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1)C1CC1,IC50,2.0,nM,8.7,CHEMBL5737936
CHEMBL5899029,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,IC50,4.3,nM,8.37,CHEMBL5737936
CHEMBL5805053,CN(C)C1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2F)CC1,IC50,4.4,nM,8.36,CHEMBL5737936
CHEMBL5932155,CN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,IC50,4.8,nM,8.32,CHEMBL5737936
CHEMBL5899401,Cc1noc(C)c1-c1cccc(-n2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,IC50,3.0,nM,8.52,CHEMBL5737936
CHEMBL5771560,O=S(=O)(Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1)C1CC1,IC50,5.0,nM,8.3,CHEMBL5737936
CHEMBL5875080,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc(NS(=O)(=O)C(C)(C)C)cc5)c4n3)cc2)CC1,IC50,0.7,nM,9.15,CHEMBL5737936
CHEMBL5828362,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc(CNS(=O)(=O)C(C)(C)C)cc5)c4n3)cc2)CC1,IC50,0.18,nM,9.74,CHEMBL5737936
CHEMBL5961738,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc6c(c5)CCN6S(=O)(=O)C(C)(C)C)c4n3)cc2)CC1,IC50,0.6,nM,9.22,CHEMBL5737936
CHEMBL6011485,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,IC50,7.4,nM,8.13,CHEMBL5737936
CHEMBL5899029,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,IC50,2.5,nM,8.6,CHEMBL5737936
CHEMBL5931624,CN(C)C1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,IC50,7.3,nM,8.14,CHEMBL5737936
CHEMBL5805053,CN(C)C1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2F)CC1,IC50,3.0,nM,8.52,CHEMBL5737936
CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,3.8,nM,8.42,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,12.0,nM,7.92,CHEMBL5737936
CHEMBL5863172,CN1CCN(c2ccc(Nc3nccc(-c4cccc5c4CC(=O)N5)n3)cc2)CC1,IC50,546.0,nM,6.26,CHEMBL5737936
CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,1.3,nM,8.89,CHEMBL5737936
CHEMBL6031489,CN1CCN(c2ccc(Nc3nccc(Nc4cccc5c4CC(=O)N5)n3)cc2)CC1,IC50,387.0,nM,6.41,CHEMBL5737936
CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,1.3,nM,8.89,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,10.0,nM,8.0,CHEMBL5737936
CHEMBL5908197,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-n1ccc(C(=O)NC2CC2)c1,IC50,30.0,nM,7.52,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,10.0,nM,8.0,CHEMBL5737936
CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,3.1,nM,8.51,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,7.0,nM,8.15,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,8.0,nM,8.1,CHEMBL5737936
CHEMBL5991401,Cc1cnc(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1Nc1ccc2c(c1)N(S(=O)(=O)C(C)(C)C)CC2,IC50,12.0,nM,7.92,CHEMBL5737936
CHEMBL5753346,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)nc1Nc1ccc2c(c1)N(S(=O)(=O)C(C)(C)C)CC2,IC50,24.0,nM,7.62,CHEMBL5737936
CHEMBL1995703,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,IC50,1.8,nM,8.74,CHEMBL5737936
CHEMBL5995931,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,2.3,nM,8.64,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,4.0,nM,8.4,CHEMBL5737936
CHEMBL5991401,Cc1cnc(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1Nc1ccc2c(c1)N(S(=O)(=O)C(C)(C)C)CC2,IC50,11.8,nM,7.93,CHEMBL5737936
CHEMBL1995703,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,IC50,1.4,nM,8.85,CHEMBL5737936
CHEMBL5995931,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,2.3,nM,8.64,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,10.0,nM,8.0,CHEMBL5737936
CHEMBL6011485,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,IC50,7.4,nM,8.13,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,7.0,nM,8.15,CHEMBL5737936
CHEMBL5771866,CN1CCN(c2ccc(Nc3nc(Nc4cccc(NS(=O)(=O)C(C)(C)C)c4)c4cc[nH]c4n3)cc2)CC1,IC50,32.0,nM,7.5,CHEMBL5737936
CHEMBL6011485,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,IC50,5.8,nM,8.24,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,8.0,nM,8.1,CHEMBL5737936
CHEMBL5899029,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,IC50,2.5,nM,8.6,CHEMBL5737936
CHEMBL5854767,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc6c(c5)N(S(=O)(=O)C(C)(C)C)CC6)c4n3)cc2)CC1,IC50,32.0,nM,7.5,CHEMBL5737936
CHEMBL6028143,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2F)CC1,IC50,18.0,nM,7.75,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,10.0,nM,8.0,CHEMBL5737936
CHEMBL5754200,CC(C)S(=O)(=O)Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,IC50,8.2,nM,8.09,CHEMBL5737936
CHEMBL5888859,CC(C)(C)S(=O)(=O)Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1,IC50,12.0,nM,7.92,CHEMBL5737936
CHEMBL5899401,Cc1noc(C)c1-c1cccc(-n2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,IC50,3.0,nM,8.52,CHEMBL5737936
CHEMBL5850106,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc6c(c5)N(S(=O)(=O)C(C)(C)C)CC6)c4n3)cc2F)CC1,IC50,38.0,nM,7.42,CHEMBL5737936
CHEMBL5763265,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)c6ccccc6)c5)c4n3)cc2)CC1,IC50,3.0,nM,8.52,CHEMBL5737936
CHEMBL5810681,CC(C)(C)S(=O)(=O)N1CCc2ccc(-n3ccc4cnc(Nc5ccc(N6CCNCC6)cc5)nc43)cc21,IC50,40.0,nM,7.4,CHEMBL5737936
CHEMBL6004104,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2Cl)CC1,IC50,8.0,nM,8.1,CHEMBL5737936
CHEMBL6025219,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,IC50,9.0,nM,8.05,CHEMBL5737936
CHEMBL5992773,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc(F)c(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,IC50,35.0,nM,7.46,CHEMBL5737936
CHEMBL5771560,O=S(=O)(Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1)C1CC1,IC50,2.0,nM,8.7,CHEMBL5737936
CHEMBL5899029,CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,IC50,4.3,nM,8.37,CHEMBL5737936
CHEMBL5820910,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc(F)c(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,IC50,15.3,nM,7.82,CHEMBL5737936
CHEMBL5884371,Cc1ccc(-n2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1NS(=O)(=O)C1CC1,IC50,19.7,nM,7.71,CHEMBL5737936
CHEMBL5785282,O=S(=O)(Nc1cc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)ccc1F)C1CC1,IC50,14.3,nM,7.84,CHEMBL5737936
CHEMBL5968996,CC(C)(C)S(=O)(=O)Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCOCC5)cc4)nc32)c1,IC50,24.4,nM,7.61,CHEMBL5737936
CHEMBL5934486,Cc1ccc(-n2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1NS(=O)(=O)C(C)(C)C,IC50,230.0,nM,6.64,CHEMBL5737936
CHEMBL5790226,Cc1ccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)cc1NS(=O)(=O)C(C)(C)C,IC50,176.0,nM,6.75,CHEMBL5737936
CHEMBL5797897,CN1CCC(NC(=O)c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2F)CC1,IC50,11.5,nM,7.94,CHEMBL5737936
CHEMBL5978080,CC(C)(C)S(=O)(=O)Nc1cccc(-n2ccc3cnc(Nc4ccc(C5CCNCC5)cc4)nc32)c1,IC50,20.4,nM,7.69,CHEMBL5737936
CHEMBL5888859,CC(C)(C)S(=O)(=O)Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1,IC50,10.0,nM,8.0,CHEMBL5737936
CHEMBL5771560,O=S(=O)(Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1)C1CC1,IC50,5.0,nM,8.3,CHEMBL5737936
