canonical_smiles,pIC50,split
CC(Oc1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,7.19,train
CC(Oc1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1cc(F)ccc1Cl,8.1,train
CC(Oc1cc(-c2cnn(C3COC3)c2)cnc1N)c1cc(F)ccc1Cl,7.6,train
CC(Oc1cc(-c2cnn3ccccc23)cnc1N)c1cc(F)ccc1Cl,7.21,train
CC(Oc1cc(-c2cnn3cccnc23)cnc1N)c1cc(F)ccc1Cl,6.84,train
CC(c1c(F)cccc1F)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1,8.49,train
CC(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1ccnn1,6.21,train
CC(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1nccn1,6.265000000000001,train
CC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1nccn1,6.715,train
CC(c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1)N1CCCC1,9.425,train
CC(c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1)N1CCCC1,9.870000000000001,train
CC(c1ccccc1)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,6.98,train
CC(c1ccccc1)N1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,7.21,train
CC/C(=C(/CC)c1ccc(O)c(CN(CC)CC)c1)c1ccc(O)c(CN(CC)CC)c1,7.22,train
CC/C=C\CNc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,8.4,train
CC1(C#N)CC(CC#N)(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)C1,5.855,train
CC1(C#N)CC(CC#N)(n2ccc(-c3nc(-c4ccnc(N)c4)cc4ncccc34)n2)C1,6.140000000000001,val
CC1(C#N)CC(CC#N)(n2ccc(-c3nc(-c4cn[nH]c4)cc4ncccc34)n2)C1,6.1850000000000005,train
CC1(C#N)CC(CC#N)(n2ncc(-c3cc(-c4c[nH]nc4N)cc4ncccc34)n2)C1,5.5649999999999995,train
CC1(C(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)CCC1,6.94,train
CC1(C(=O)NC2CC=C(c3cccc4nc(NC(=O)C5CC5)nn34)CC2)CC1(F)F,5.94,train
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,5.93,train
CC1(C)C(=O)Nc2cc(Nc3nn(C4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc21,5.85,train
CC1(C)C(=O)Nc2cc(Nc3nn(C4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc21,6.8,train
CC1(C)C(=O)Nc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc21,6.62,train
CC1(C)C(=O)Nc2cc(Nc3nn([C@@]4(CC#N)CCCC[C@H]4F)c4cc[nH]c(=O)c34)ccc21,10.4,train
CC1(C)C(=O)Nc2cc(Nc3nn([C@]4(CC#N)CCCOC4)c4cc[nH]c(=O)c34)ccc21,9.72,train
CC1(C)C(=O)c2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,5.26,train
CC1(C)C(O)c2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.074999999999999,test
CC1(C)C(O)c2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.154999999999999,train
CC1(C)C2CCCC1(C)[C@@H]2Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,6.7,train
CC1(C)CC(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)CCO1,6.91,train
CC1(C)CC(n2c(=O)[nH]c3cnc(-c4cnc5ccc(F)cn45)nc32)CCO1,8.32,train
CC1(C)CC1NC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,6.445,train
CC1(C)CC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.41,train
CC1(C)CC2(c3ccc(Nc4nn([C@@H](CC#N)C5CC5)c5cc[nH]c(=O)c45)cc3)CCC1C(=O)O2,6.08,train
CC1(C)CCC(C)(C)c2cc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)ccc21,7.56,train
CC1(C)CCC(NC(=O)Cc2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)CC1,8.15,train
CC1(C)CCC(c2nnn3cnc4[nH]ccc4c23)CC1,7.3100000000000005,train
CC1(C)CCCC(O)(c2ccc(Nc3nn(C4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2)C1,6.535,train
CC1(C)CCCC1S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,8.92,train
CC1(C)CCCCC1n1c(=O)[nH]c2cnc3[nH]ccc3c21.O=C(O)C(=O)O,7.07,val
CC1(C)CCCCN1S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,6.14,test
CC1(C)CCCN(S(=O)(=O)c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2)C1,6.5,test
CC1(C)CCCN1S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,5.55,val
CC1(C)CCCN1S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,6.7,train
CC1(C)CCCN1S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,9.48,train
CC1(C)CCC[C@@H]1Nc1c(C(N)=O)cnn2cccc12,6.89,train
CC1(C)CCC[C@@H]1n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,6.26,train
CC1(C)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,7.8,train
CC1(C)CCN(S(=O)(=O)c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2)C1,6.08,val
CC1(C)CCN1S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,5.98,test
CC1(C)CCN1[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1,6.37,test
CC1(C)CCN1[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1,7.47,test
CC1(C)CC[C@@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.75,train
CC1(C)CC[C@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.3,train
CC1(C)CC[C@H](c2cc(F)ccc2F)N1c1ccn2ncc(C(=O)NC3CC3)c2n1,8.18,train
CC1(C)CC[C@H](c2cc(F)ccc2F)N1c1ccn2ncc(C(N)=O)c2n1,8.29,train
CC1(C)CN(C(=O)CC#N)C[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,5.82,train
CC1(C)CN(C(=O)CCO)C[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,6.99,train
CC1(C)CN(C(=O)CO)CC(F)C1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,6.93,train
CC1(C)CN(C(=O)CO)C[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,6.63,train
CC1(C)CN(C(=O)CO)C[C@H](F)[C@@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,4.31,train
CC1(C)CN(C(=O)[C@@H]2CCC(=O)N2)C[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,5.55,train
CC1(C)CN(C(=O)[C@@H]2CCC(=O)N2)C[C@H](F)[C@@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,6.32,train
CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)cn34)cc2)C1,5.52,train
CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)cn34)cc2F)C1,5.52,train
CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,6.97,train
CC1(C)CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,6.68,train
CC1(C)CN(S(=O)(=O)c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2)C1,6.14,test
CC1(C)CN(S(=O)(=O)c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2)CCO1,6.48,test
CC1(C)CN(S(=O)(=O)c2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2)CCO1,6.16,train
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,6.54,test
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.62,test
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@@](C)(O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.92,test
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.96,test
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@](C)(O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.62,test
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)[C@@H](C#N)C2)C1,6.85,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.41,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,7.68,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,8.4,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@@](C)(O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,9.0,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,8.3,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@](C)(O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,8.22,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccccc4)n3)[C@@H](C#N)C2)C1,7.4,test
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)[C@@H](C#N)C2)C1,7.3,test
CC1(C)CN(c2ccc(C#N)nn2)CC[C@H]1Nc1c(C(N)=O)cnc2cc(-c3ccc(F)nc3)nn12,7.89,train
CC1(C)CN(c2ccc(C#N)nn2)CC[C@H]1Nc1c(C(N)=O)cnc2cc(-c3ccc(N)nc3)nn12,8.53,train
CC1(C)CN(c2ccc(C#N)nn2)CC[C@H]1Nc1c(C(N)=O)cnc2cc(-c3ccc(N4CCOCC4)nc3)nn12,8.47,train
CC1(C)CN(c2ccc(C#N)nn2)CC[C@H]1Nc1c(C(N)=O)cnc2cc(-c3cccnc3)nn12,7.51,train
CC1(C)CN(c2ccc(C#N)nn2)CC[C@H]1Nc1c(C(N)=O)cnc2cc(-c3ccnc(N4CCOCC4)c3)nn12,8.55,val
CC1(C)CNCCC1Nc1cc(Nc2cccc(NS(=O)(=O)C(C)(C)C)c2)c2ccsc2c1,5.0,train
CC1(C)CNC[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,6.96,train
CC1(C)COCCN1C(=O)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,6.52,train
CC1(C)COCCN1Cc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,6.52,train
CC1(C)COCCN1S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,6.1,test
CC1(C)C[C@@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.46,train
CC1(C)C[C@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,7.21,train
CC1(C)C[N+](C)(C2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,7.47,test
CC1(C)Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2C1(O)C(F)(F)F,6.545,train
CC1(C)Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2C1(O)C(F)(F)F,6.3100000000000005,test
CC1(C)Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.55,train
CC1(C)Cc2cc(Nc3nn([C@]4(CC#N)CCCOC4)c4cc[nH]c(=O)c34)ccc2C1(O)C(F)(F)F,9.559999999999999,test
CC1(C)OC(=O)c2ccc(Nc3nn(C4(CC#N)CCCC4)c4cc[nH]c(=O)c34)cc21,7.43,train
CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,6.63,train
CC1(C)OCC(C)(c2cccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)c2)O1,4.8,train
CC1(C)OCC(COc2cc(F)cc([C@H]3CCCN3c3ccn4ncc(C(=O)NC5CC5)c4n3)c2)O1,8.41,val
CC1(C)OCC(COc2cc(F)cc([C@H]3CCCN3c3ccn4ncc(C(N)=O)c4n3)c2)O1,7.48,test
CC1(C)OCC(COc2ccc(F)cc2[C@H]2CCCN2c2ccn3ncc(C(=O)NC4CC4)c3n2)O1,7.78,val
CC1(C)OCC(COc2ccc(F)cc2[C@H]2CCCN2c2ccn3ncc(C(N)=O)c3n2)O1,7.84,test
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)CCC(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)O1,4.37,train
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)CCC(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)O1,4.42,train
CC1(C)[C@@H](N)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.89,train
CC1(C)[C@@H](O)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.89,train
CC1(C)[C@H](N)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.77,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cc[nH]n4)cc23)CC[C@]1(C)N,7.68,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)cc4)cc23)CC[C@]1(C)N,8.14,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)nc4)cc23)CC[C@]1(C)N,7.54,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(Cl)cc4)cc23)CC[C@]1(C)N,7.82,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)cc4)cc23)CC[C@]1(C)N,7.57,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)nc4)cc23)CC[C@]1(C)N,7.72,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(C#N)c4)cc23)CC[C@]1(C)N,7.33,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(Cl)c4)cc23)CC[C@]1(C)N,7.77,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(F)c4)cc23)CC[C@]1(C)N,7.66,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N,8.05,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4C#N)cc23)CC[C@]1(C)N,7.6,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4Cl)cc23)CC[C@]1(C)N,7.57,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4F)cc23)CC[C@]1(C)N,7.77,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccnc4)cc23)CC[C@]1(C)N,7.96,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccnc(F)c4)cc23)CC[C@]1(C)N,7.42,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccncc4)cc23)CC[C@]1(C)N,7.1,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccncc4F)cc23)CC[C@]1(C)N,7.16,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cncc(F)c4)cc23)CC[C@]1(C)N,7.36,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cncnc4)cc23)CC[C@]1(C)N,6.8,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@@]1(C)N,6.55,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@@]1(C)O,7.51,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@]1(C)N,7.21,train
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@]1(C)O,7.0,train
CC1(C)[C@H](O)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,7.38,train
CC1(CNC(=O)[C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)COC1,7.23,train
CC1(CN[C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)COC1,7.68,train
CC1(CN[C@H]2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)COC1,7.33,train
CC1(CN[C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)COC1,7.46,train
CC1(COC(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)CC1,7.14,val
CC1(COC(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)COC1,6.62,train
CC1(COC(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)CC1,7.71,train
CC1(COC(=O)N2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)CC1,7.16,train
CC1(COC(=O)N2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)COC1,7.02,val
CC1(COC(=O)N2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)CC1,6.02,val
CC1(COC(=O)N2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)COC1,6.38,train
CC1(COc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)COC1,6.75,train
CC1(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CCN(C(=O)C2CCCCC2)CC1,7.71,train
CC1(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CCN(C(=O)c2cccc(F)c2)CC1,7.71,train
CC1(N2Cc3cc(Nc4nn([C@@H](CC#N)C5CC5)c5cc[nH]c(=O)c45)ccc3S2(=O)=O)CCC(F)(F)CC1,6.14,train
CC1(N2Cc3cc(Nc4nn([C@@H](CC#N)C5CC5)c5cc[nH]c(=O)c45)ccc3S2(=O)=O)CCCCC1,6.22,train
CC1(N2Cc3cc(Nc4nn([C@@H](CC#N)C5CC5)c5cc[nH]c(=O)c45)ccc3S2(=O)=O)CCOCC1,6.75,train
CC1(N2Cc3cc(Nc4nn([C@H]5CCCC[C@@H]5C#N)c5cc[nH]c(=O)c45)ccc3C2=O)CCOCC1,6.85,train
CC1(N2Cc3cc(Nc4nn([C@H]5CCCC[C@@H]5C#N)c5cc[nH]c(=O)c45)ccc3S2(=O)=O)CCC(F)(F)CC1,6.26,train
CC1(N2Cc3cc(Nc4nn([C@H]5CCCC[C@@H]5C#N)c5cc[nH]c(=O)c45)ccc3S2(=O)=O)CCOCC1,6.77,train
CC1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21,7.01,train
CC1(NC(=O)c2cnn3ccc(N4CCCC4c4cncc(F)c4)nc23)CCC1,8.28,train
CC1(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cncc(F)c4)nc23)CC1,8.49,train
CC1(NC(=O)c2cnn3ccc(N4[C@H](CO)CC[C@@H]4c4cncc(F)c4)nc23)CC1,8.07,train
CC1(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1,7.19,train
CC1(N[C@@H]2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)CC1,6.71,train
CC1(N[C@H]2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)CC1,7.68,train
CC1(N[C@H]2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)CCOCC1,7.6,train
CC1(N[C@H]2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)COC1,7.66,val
CC1(N[C@H]2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)[C@@H](C#N)C2)CC1,7.62,train
CC1(N[C@H]2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)[C@@H](C#N)C2)COC1,7.62,val
CC1(O)CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1,7.82,train
CC1(O)CCN(CCOc2ccc(Nc3nc(N4CCC(CC#N)CC4)nc(C=N)c3C(N)=O)cc2)CC1,7.52,train
CC1(O)CN(C(=O)[C@@H]2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@H](C#N)C2)C1,7.46,train
CC1(O)CN(C(=O)[C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,6.75,train
CC1(O)CN(C(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)C1,8.28,train
CC1(O)CN(C(=O)c2cnn3ccc(N4CCC[C@@H]4c4cncc(F)c4)nc23)C1,5.99,train
CC1(O)CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,7.29,train
CC1(O)CN(S(=O)(=O)c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2)C1,6.3,test
CC1(O)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,8.05,test
CC1(O)CN([C@@H]2CC[C@H](n3nc(Nc4ccc(Cl)cc4)c4c(=O)[nH]ccc43)[C@@H](C#N)C2)C1,5.19,train
CC1(O)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,8.52,test
CC1(O)CN([C@H]2CC[C@H](n3nc(Nc4ccc(Cl)cc4)c4c(=O)[nH]ccc43)[C@@H](C#N)C2)C1,5.4,train
CC1(O)Cc2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2C1,6.005,train
CC1(S(=O)(=O)N2CC(CC#N)(n3cc(-c4c(C#N)cnc5[nH]ccc45)cn3)C2)CC1,8.7,train
CC1(S(=O)(=O)N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,8.91,train
CC1(S(=O)(=O)c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2)CC1,6.64,test
CC1(c2cc(Nc3nc(N4CCN(C(=O)Cc5ccccc5)CC4)nn4cccc34)n[nH]2)CC1,7.66,train
CC1(c2ccc(Nc3nn(C4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2)COC1,6.14,train
CC1(c2ccc(Nc3nn([C@@H]4COCC[C@H]4C#N)cc3C(N)=O)cc2)COC1,7.68,train
CC1(c2ccc(Nc3nn([C@H]4CC[C@@H](O)C[C@@H]4C#N)cc3C(N)=O)cc2)COC1,8.4,train
CC1(c2ccc(Nc3nn([C@H]4CC[C@H](O)C[C@@H]4C#N)cc3C(N)=O)cc2)COC1,8.4,train
CC1(c2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)cc3C(N)=O)cc2)COC1,9.22,train
CC1=NOC(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)C1,6.24,train
CC1=NOC(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)C1,7.01,test
CC1=NOC(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)C1,7.43,train
CC1CC(C)CC(NC(=O)Cc2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)C1,8.47,train
CC1CC(C)CN(C(=O)Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,6.52,test
CC1CC(C)CN(c2ccc(Nc3ncc(C(F)(F)F)c(-c4cc5ccc(C#N)cc5o4)n3)cc2)C1,5.15,train
