smiles,pic50,scaffold,n_measurements
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)CCOC)c2cn[nH]c2c1,7.8,c1ccc(-c2ccc3cn[nH]c3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)N(C)C)c2cn[nH]c2c1,8.2,c1ccc(-c2ccc3cn[nH]c3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)c2ccccc2Cl)c2cn[nH]c2c1,8.1,O=S(=O)(Nc1cc(-c2ccccc2)cc2[nH]ncc12)c1ccccc1,1
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)c2ccccn2)c2cn[nH]c2c1,7.7,O=S(=O)(Nc1cc(-c2ccccc2)cc2[nH]ncc12)c1ccccn1,1
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)c2cccnc2)c2cn[nH]c2c1,7.6,O=S(=O)(Nc1cc(-c2ccccc2)cc2[nH]ncc12)c1cccnc1,1
CCc1cc(O)c(F)cc1-c1cc(NS(C)(=O)=O)c2cn[nH]c2c1,8.1,c1ccc(-c2ccc3cn[nH]c3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(N[C@@H](C)CO)c2[nH]c(N)nc(=O)c2c1,5.0,O=c1nc[nH]c2ccc(-c3ccccc3)cc12,1
CCc1cc(O)c(F)cc1-c1cc(N[C@@H](C)CO)c2nc(N)ncc2c1,9.1,c1ccc(-c2ccc3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(N[C@@H](C)CO)c2nc(NCCCCCN(C)C)ncc2c1,9.3,c1ccc(-c2ccc3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(N[C@@H](C)CO)c2nc(NCCCN(C)C)ncc2c1,8.6,c1ccc(-c2ccc3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(N[C@@H](C)CO)c2nc(NCCOCCN(C)C)ncc2c1,8.7,c1ccc(-c2ccc3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(N[C@@H]2C[C@H]3CC[C@@H](C2)N3)c2nc(N)ncc2c1,8.7,c1ccc(-c2cc(N[C@@H]3C[C@H]4CC[C@@H](C3)N4)c3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(N[C@H](C)CO)c2nc(N)ncc2c1,8.3,c1ccc(-c2ccc3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(N[C@H]2C[C@H]3CC[C@@H](C2)N3)c2nc(N)ncc2c1,9.2,c1ccc(-c2cc(N[C@H]3C[C@H]4CC[C@@H](C3)N4)c3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc(OC)c2nc(N)ncc2c1,8.0,c1ccc(-c2ccc3ncncc3c2)cc1,1
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(-c3nc(C)c(C)[nH]3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,7.56,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]nc(-c4ncc[nH]4)c23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(-c3nc(C)c[nH]3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,7.73,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]nc(-c4ncc[nH]4)c23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(-c3ncc[nH]3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,7.82,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]nc(-c4ncc[nH]4)c23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(-c3nnc(C)[nH]3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,7.77,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]nc(-c4nnc[nH]4)c23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(-n3cccn3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,7.63,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]nc(-n4cccn4)c23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCC(C)C)n1,8.12,c1ccc(-c2cc3[nH]ncc3cn2)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCCc2ccc(O)cc2)n1,8.21,c1ccc(CCNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2c(F)cccc2N(C)S(C)(=O)=O)n1,8.12,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2cc(C)ccc2N(C)S(C)(=O)=O)n1,7.88,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2cc(Cl)ccc2N(C)S(C)(=O)=O)n1,7.8,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2cc(F)ccc2N(C)S(C)(=O)=O)n1,8.04,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2cc(O)ccc2N(C)S(C)(=O)=O)n1,8.15,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccc(O)cc2N(C)S(C)(=O)=O)n1,8.07,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccccc2N(C)S(=O)(=O)CC)n1,8.02,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccccc2N(C)S(=O)(=O)c2ccccc2)n1,7.09,O=S(=O)(Nc1ccccc1CNc1nc(-c2ccccc2)cc2[nH]ncc12)c1ccccc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,8.23,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccccc2N(C)S(N)(=O)=O)n1,7.73,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccccc2N(CC)S(=O)(=O)CC)n1,7.77,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccccc2N(CC)S(C)(=O)=O)n1,7.97,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(N[C@@H](C)c2ccccc2N(C)S(C)(=O)=O)n1,7.32,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(N[C@H](C)c2ccccc2N(C)S(C)(=O)=O)n1,7.6,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)Nc3ccc(C)nc3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,7.58,O=C(Nc1cccnc1)c1n[nH]c2cc(-c3ccccc3)nc(NCc3ccccc3)c12,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(N)=O)c2c(NCc2ccc(O)cc2N(C)S(C)(=O)=O)n1,8.24,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(N)=O)c2c(NCc2ccccc2N(C)S(=O)(=O)c2ccccc2)n1,7.64,O=S(=O)(Nc1ccccc1CNc1nc(-c2ccccc2)cc2[nH]ncc12)c1ccccc1,1
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(N(C)Cc2cc(C)ccc2N(CC)S(C)(=O)=O)n1,8.1,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(N(C)Cc2ccccc2N(C)S(C)(=O)=O)n1,8.29,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(N(C)Cc2ccccc2N(CC)S(C)(=O)=O)n1,8.35,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(N(CC)Cc2cc(C)ccc2N(C)S(C)(=O)=O)n1,7.36,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(N(CCN2CCOCC2)Cc2ccccc2N(C)S(C)(=O)=O)n1,7.27,c1ccc(CN(CCN2CCOCC2)c2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(N(CCc2ccc(NS(C)(=O)=O)cc2)Cc2ccccc2N(C)S(C)(=O)=O)n1,6.81,c1ccc(CCN(Cc2ccccc2)c2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2c(F)cccc2N(C)S(C)(=O)=O)n1,8.77,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2cc(C)ccc2N(C)S(C)(=O)=O)n1,7.5,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2cc(Cl)ccc2N(C)S(C)(=O)=O)n1,8.23,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2ccccc2N(C)S(=O)(=O)CC)n1,8.47,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,8.68,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2ccccc2N(CC)S(=O)(=O)CC)n1,8.37,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2ccccc2N(CC)S(C)(=O)=O)n1,8.59,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(NCc2ccccc2N(CCO)S(C)(=O)=O)n1,8.33,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccc(F)cc3)C4)n[nH]c2c1,9.52,O=C(c1ccccc1)N1CCc2[nH]c(-c3n[nH]c4cc(-c5ccccc5)ccc34)nc2C1,1
CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1,6.46,O=C(c1cnc(N2CCCCC2)cn1)N1CCc2[nH]c(-c3n[nH]c4cc(-c5ccccc5)ccc34)nc2C1,2
CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4ccccc4[nH]3)n[nH]c2c1,8.1,c1ccc(-c2ccc3c(-c4nc5ccccc5[nH]4)n[nH]c3c2)cc1,1
CCc1cc(O)c(F)cc1-c1nc(N(CCc2ccc(OC)c(OC)c2)Cc2ccccc2N(C)S(C)(=O)=O)c2cn[nH]c2n1,7.36,c1ccc(CCN(Cc2ccccc2)c2nc(-c3ccccc3)nc3[nH]ncc23)cc1,1
CCc1cc(O)c(F)cc1-c1nc(N)c(C(=N)C(N)=O)c(NCc2ccccc2N(C)S(=O)(=O)c2ccccc2)n1,7.57,O=S(=O)(Nc1ccccc1CNc1ccnc(-c2ccccc2)n1)c1ccccc1,1
CCc1cc(O)c(F)cc1-c1nc(NCc2ccccc2N(C)S(=O)(=O)c2ccccc2)c2c(C(N)=O)n[nH]c2n1,7.57,O=S(=O)(Nc1ccccc1CNc1nc(-c2ccccc2)nc2[nH]ncc12)c1ccccc1,1
CCc1cc(O)c(F)cc1-c1nc(NCc2ccccc2N(C)S(C)(=O)=O)c2c(C(=O)NC)n[nH]c2n1,8.08,c1ccc(CNc2nc(-c3ccccc3)nc3[nH]ncc23)cc1,2
CCc1cc(O)c(F)cc1-c1nc(NCc2ccccc2N(C)S(C)(=O)=O)c2cn[nH]c2n1,8.3,c1ccc(CNc2nc(-c3ccccc3)nc3[nH]ncc23)cc1,1
CCc1cc(O)cc(C)c1-c1cc2[nH]ncc2c(NCc2ccccc2N(C)S(C)(=O)=O)n1,6.92,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,2
CCc1cc(O)ccc1-c1cc(N)c(C=N)c(N2CC(C)(O)C2)n1,8.0,c1ccc(-c2cccc(N3CCC3)n2)cc1,1
CCc1cc(O)ccc1-c1cc(N)c(C=N)c(NCCc2ccc(-c3ccccc3)cc2)n1,6.74,c1ccc(-c2ccc(CCNc3cccc(-c4ccccc4)n3)cc2)cc1,1
CCc1cc(O)ccc1-c1cc(N)c(C=N)c(NCc2ccccc2N(C)SC)n1,9.0,c1ccc(CNc2cccc(-c3ccccc3)n2)cc1,1
CCc1cc(O)ccc1-c1cc(NS(=O)(=O)CC)c2cn[nH]c2c1,7.7,c1ccc(-c2ccc3cn[nH]c3c2)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CC(C)(O)C2)n1,8.0,c1ccc(-c2cc3[nH]ncc3c(N3CCC3)n2)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CC(Oc3cc(C#N)ccc3Cl)C2)n1,6.89,c1ccc(OC2CN(c3nc(-c4ccccc4)cc4[nH]ncc34)C2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CC(Oc3ccccc3)C2)n1,7.08,c1ccc(OC2CN(c3nc(-c4ccccc4)cc4[nH]ncc34)C2)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCC(OC)CC2)n1,7.9,c1ccc(-c2cc3[nH]ncc3c(N3CCCCC3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCC(S(=O)(=O)N(C)C)C2)n1,7.63,c1ccc(-c2cc3[nH]ncc3c(N3CCCC3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3c(Cl)cccc3C2)n1,7.33,c1ccc(-c2cc3[nH]ncc3c(N3CCc4ccccc4C3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3c(cccc3NS(C)(=O)=O)C2)n1,8.35,c1ccc(-c2cc3[nH]ncc3c(N3CCc4ccccc4C3)n2)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3c(cccc3NSC)C2)n1,8.35,c1ccc(-c2cc3[nH]ncc3c(N3CCc4ccccc4C3)n2)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3cc(-n4cnc(C)c4)ccc3C2)n1,7.58,c1ccc(-c2cc3[nH]ncc3c(N3CCc4cc(-n5ccnc5)ccc4C3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3cc(F)ccc3C2)n1,7.77,c1ccc(-c2cc3[nH]ncc3c(N3CCc4ccccc4C3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3cc(OCCOC)ccc3C2)n1,7.59,c1ccc(-c2cc3[nH]ncc3c(N3CCc4ccccc4C3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3ccc(OC)c(OC)c3C2)n1,7.28,c1ccc(-c2cc3[nH]ncc3c(N3CCc4ccccc4C3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3ccc(S(=O)(=O)NCCN4CCCC4)cc3C2)n1,8.0,O=S(=O)(NCCN1CCCC1)c1ccc2c(c1)CN(c1nc(-c3ccccc3)cc3[nH]ncc13)CC2,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(N2CCc3cccc(OC)c3C2)n1,7.6,c1ccc(-c2cc3[nH]ncc3c(N3CCc4ccccc4C3)n2)cc1,2
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(NCCc2ccc(-c3ccccc3)cc2)n1,6.74,c1ccc(-c2ccc(CCNc3nc(-c4ccccc4)cc4[nH]ncc34)cc2)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(NCc2c(C)cccc2N(C)S(C)(=O)=O)n1,7.83,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(NCc2c(C)cccc2N(C)[S+](C)[O-])n1,7.83,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)ccc1-c1cc2[nH]ncc2c(NCc2ccccc2N(C)SC)n1,9.0,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,1
CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)CN(C(C)=O)CC4)n[nH]c2c1,8.48,c1ccc(-c2ccc3c(-c4nc5c([nH]4)CNCC5)n[nH]c3c2)cc1,1
CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)CN(C)CC4)n[nH]c2c1,8.19,c1ccc(-c2ccc3c(-c4nc5c([nH]4)CNCC5)n[nH]c3c2)cc1,1
CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)CN(S(C)(=O)=O)CC4)n[nH]c2c1,8.25,c1ccc(-c2ccc3c(-c4nc5c([nH]4)CNCC5)n[nH]c3c2)cc1,1
CCc1cc(O)ccc1-c1ccc2c(-c3nc4ccccc4[nH]3)n[nH]c2c1,8.66,c1ccc(-c2ccc3c(-c4nc5ccccc5[nH]4)n[nH]c3c2)cc1,1
CCc1cc(O)ccc1-c1ccc2c(-c3ncc[nH]3)n[nH]c2c1,9.1,c1ccc(-c2ccc3c(-c4ncc[nH]4)n[nH]c3c2)cc1,1
CCc1cc(O)ccc1-c1ccc2c(C(=O)NC)n[nH]c2c1,7.39,c1ccc(-c2ccc3cn[nH]c3c2)cc1,1
CCc1cc(O)ccc1-c1ccc2c(C(=O)Nc3ccc(C)nc3)n[nH]c2c1,7.23,O=C(Nc1cccnc1)c1n[nH]c2cc(-c3ccccc3)ccc12,1
CCc1cc(O)ccc1-c1ccc2c(C(N)=O)n[nH]c2c1,8.38,c1ccc(-c2ccc3cn[nH]c3c2)cc1,1
CCc1cc2c(cn1)CN(C1CCOCC1)c1nccc3[nH]nc-2c13,5.77,c1cc2c(cn1)CN(C1CCOCC1)c1nccc3[nH]nc-2c13,1
CCc1ccc(C(F)(F)F)cc1-c1c(C(N)=O)cc(-c2ncnc3[nH]ccc23)n1C,8.52,c1ccc(-c2ccc(-c3ncnc4[nH]ccc34)[nH]2)cc1,1
CCc1ccc(C(F)(F)F)cc1-c1cc(-c2ncnc3[nH]ccc23)n(C)c1C(N)=O,8.05,c1ccc(-c2c[nH]c(-c3ncnc4[nH]ccc34)c2)cc1,1
CCc1ccc(C(F)(F)F)cc1-c1cn(-c2cc(N)ncn2)cc1C(N)=O,8.22,c1ccc(-c2ccn(-c3ccncn3)c2)cc1,1
CCc1ccc(COC[C@H]2CCN(S(=O)(=O)C[C@H]3CC[C@H](N(C)c4ncnc5[nH]ccc45)CC3)C2)nc1,7.2,O=S(=O)(C[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CC1)N1CC[C@H](COCc2ccccn2)C1,1
CCc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ncnc3[nH]ccc23)n1C,9.0,c1ccc(-c2ccc(-c3ncnc4[nH]ccc34)[nH]2)cc1,1
CCc1ccc(Cl)cc1-c1cc(-c2ncnc3[nH]ccc23)[nH]c1C(N)=O,8.52,c1ccc(-c2c[nH]c(-c3ncnc4[nH]ccc34)c2)cc1,1
CCc1ccc(Cl)cc1-c1cc(-c2ncnc3[nH]ccc23)n(C)c1C(N)=O,8.52,c1ccc(-c2c[nH]c(-c3ncnc4[nH]ccc34)c2)cc1,1
CCc1ccc(Cl)cc1-c1cn(-c2cc(N)ncn2)cc1C(N)=O,8.1,c1ccc(-c2ccn(-c3ccncn3)c2)cc1,1
CCc1ccc(Cl)cc1-c1cn(-c2cc(NC)ncn2)cc1C(N)=O,7.92,c1ccc(-c2ccn(-c3ccncn3)c2)cc1,1
CCc1ccc(Cl)cc1-c1cn(-c2ncnc3[nH]ccc23)cc1C(N)=O,9.0,c1ccc(-c2ccn(-c3ncnc4[nH]ccc34)c2)cc1,1
CCc1ccc(Cl)cc1-n1cc(-c2cc(N)ncn2)cc1C#N,7.18,c1ccc(-n2ccc(-c3ccncn3)c2)cc1,1
CCc1ccc(Cl)cc1-n1cc(-c2cc(N)ncn2)cc1C(N)=O,8.1,c1ccc(-n2ccc(-c3ccncn3)c2)cc1,1
CCc1ccc(Cl)cc1-n1cc(-c2cc(NC)ncn2)cc1C(N)=O,7.92,c1ccc(-n2ccc(-c3ccncn3)c2)cc1,1
CCc1ccc(Cl)cc1-n1cc(-c2ncnc3[nH]ccc23)cc1C#N,8.22,c1ccc(-n2ccc(-c3ncnc4[nH]ccc34)c2)cc1,1
CCc1ccc(Cl)cc1-n1cc(-c2ncnc3[nH]ccc23)cc1C(N)=O,9.0,c1ccc(-n2ccc(-c3ncnc4[nH]ccc34)c2)cc1,1
CCc1ccc(Cl)cc1-n1cc(-c2ncnn3cccc23)cc1C(N)=O,7.7,c1ccc(-n2ccc(-c3ncnn4cccc34)c2)cc1,2
CCc1cccc(F)c1Nc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,9.01,c1ccc(Nc2ccnc(Nc3cn[nH]c3)n2)cc1,1
CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,5.92,c1ccc(Oc2cnc3[nH]ccc3n2)cc1,1
CCc1ccccc1CNc1nc(Nc2cnn(CC)c2)ncc1C(N)=O,9.0,c1ccc(CNc2ccnc(Nc3cn[nH]c3)n2)cc1,1
CCc1ccccc1Nc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,8.9,c1ccc(Nc2ccnc(Nc3cn[nH]c3)n2)cc1,1
CCc1ccccc1Nc1nc(Nc2cnn(C(C)C)c2)ncc1C(N)=O,9.25,c1ccc(Nc2ccnc(Nc3cn[nH]c3)n2)cc1,1
CCc1ccccc1Nc1nc(Nc2cnn(CC)c2)ncc1C(N)=O,9.74,c1ccc(Nc2ccnc(Nc3cn[nH]c3)n2)cc1,1
CCc1cncc2ccc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4ccccn4)cc3)cc12,9.1,O=C(Nc1ccc2cnccc2c1)[C@@H]1CC1c1ccc(S(=O)(=O)Nc2ccccn2)cc1,2
CCc1cncc2ccc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4ncccn4)cc3)cc12,9.0,O=C(Nc1ccc2cnccc2c1)[C@@H]1CC1c1ccc(S(=O)(=O)Nc2ncccn2)cc1,3
CCc1cncc2ccc(NC(=O)[C@@H]3C[C@H]3c3ccc(S(=O)(=O)Nc4ncc(C5CCNCC5)cn4)cc3)cc12,7.7,O=C(Nc1ccc2cnccc2c1)[C@@H]1C[C@H]1c1ccc(S(=O)(=O)Nc2ncc(C3CCNCC3)cn2)cc1,1
CCc1nc(Nc2nc3c(cc(C(=O)N(C4CC4)C4CC4)n3CC)c3c2ncn3C)sc1C,8.85,O=C(c1cc2c(nc(Nc3nccs3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,1
CCc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)CC3)c2n1,8.44,O=C(NC1CCCCC1)c1cnn2ccc(N3CCC[C@@H]3c3cccnc3)nc12,1
CCc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)N[C@H]3CC[C@H](O)C3)c2n1,7.9,O=C(NC1CCCC1)c1cnn2ccc(N3CCC[C@@H]3c3cccnc3)nc12,1
CCc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,5.38,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4cn[nH]c4)n3)c[nH]c12,4
CCc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,7.51,O=C(Nc1ncns1)N1C[C@H]2C[C@H](Nc3ncnc4[nH]ccc34)C[C@H]2C1,5
CCc1nsc(OC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,7.51,O=C(Oc1ncns1)N1C[C@H]2C[C@H](Nc3ncnc4[nH]ccc34)C[C@H]2C1,1
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NC(=O)NCCOC)nc21,7.3,O=C(c1cc2c(ncc3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,2
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NC(=O)OCCOC)nc21,6.92,O=C(c1cc2c(ncc3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,2
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NC)nc21,7.42,O=C(c1cc2c(ncc3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,2
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NCCCOC)nc21,6.645,O=C(c1cc2c(ncc3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,2
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)nn3C)nc21,6.64,O=C(c1cc2c(nc(Nc3ccn[nH]3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,1
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C(=O)NC)c(C)s3)nc21,8.51,O=C(c1cc2c(nc(Nc3nccs3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,1
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C(=O)N4CCS(=O)(=O)CC4)s3)nc21,9.15,O=C(c1cnc(Nc2nc3[nH]c(C(=O)N(C4CC4)C4CC4)cc3c3[nH]cnc23)s1)N1CCS(=O)(=O)CC1,1
