SMILES,Comment,RDKit_SMILES (REINVENT),Score,PD1PDL1Sol_raw,PD1PDL1Sol_raw (raw)
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Br)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Br)c2Cl)cnc1CNCC1CCC(=O)N1,0.5280151963233948,0.5280152,0.5280152,-5.086087
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,0.4673054814338684,0.46730548,0.46730548,-6.015553
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN(C)CC(=O)O)c(OC)n4)c3Cl)c2F)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN(C)CC(=O)O)c(OC)n4)c3Cl)c2F)cnc1CNCC1CCC(=O)N1,0.5558686852455139,0.5558687,0.5558687,-4.659651
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(N(C)S(C)(=O)=O)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(N(C)S(C)(=O)=O)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.5401082038879395,0.5401082,0.5401082,-4.9009438
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCS(=O)(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCS(=O)(=O)N1,0.5962404608726501,0.59624046,0.59624046,-4.0415587
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C)(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CN,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C)(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CN,0.5467610359191895,0.54676104,0.54676104,-4.799089
COc1nc(OC2CCc3c(-c4cccc(-c5cnc(CN(C)CCO)c(OC)n5)c4Cl)cccc32)c(Cl)cc1CNC1CCNC1=O,,COc1nc(OC2CCc3c(-c4cccc(-c5cnc(CN(C)CCO)c(OC)n5)c4Cl)cccc32)c(Cl)cc1CNC1CCNC1=O,0.48736757040023804,0.48736757,0.48736757,-5.7084026
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CCN(C)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCN1CCNC1=O,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CCN(C)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCN1CCNC1=O,0.5244886875152588,0.5244887,0.5244887,-5.140078
COc1cc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(CCO)C5)c(OC)n4)c3Cl)c2Cl)cnc1CO,,COc1cc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(CCO)C5)c(OC)n4)c3Cl)c2Cl)cnc1CO,0.4166744351387024,0.41667444,0.41667444,-6.7907143
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(OC)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCCC1O,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(OC)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCCC1O,0.43909117579460144,0.43909118,0.43909118,-6.447514
CCNS(C)(=O)=NC(=O)C1CCN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,,CCNS(C)(=O)=NC(=O)C1CCN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,0.46165701746940613,0.46165702,0.46165702,-6.102031
COc1nc(-c2cccc(-c3cccc(-c4cnc(C5CC5)c(CNC(CO)C(=O)O)n4)c3Cl)c2Cl)cnc1CN1CC(O)C(CO)C1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(C5CC5)c(CNC(CO)C(=O)O)n4)c3Cl)c2Cl)cnc1CN1CC(O)C(CO)C1,0.5437140464782715,0.54371405,0.54371405,-4.845738
COCC1CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4F)c3Cl)nc2C)C1,,COCC1CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4F)c3Cl)nc2C)C1,0.4648430645465851,0.46484306,0.46484306,-6.0532527
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC(CO)CO,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC(CO)CO,0.5308254957199097,0.5308255,0.5308255,-5.0430613
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3F)c2Cl)ccc1CN1CCOCC1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3F)c2Cl)ccc1CN1CCOCC1,0.4802533686161041,0.48025337,0.48025337,-5.817321
COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CNCCN(C)C)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CNCCN(C)C)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,0.4653623104095459,0.4653623,0.4653623,-6.045303
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC(O)CO)c(OC)n4)c3Cl)c2Cl)cnc1CN,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC(O)CO)c(OC)n4)c3Cl)c2Cl)cnc1CN,0.5955795049667358,0.5955795,0.5955795,-4.0516777
CCOc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CNCC(F)(F)F)cc3Cl)c2Cl)ccc1CNCCNC(C)=O,,CCOc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CNCC(F)(F)F)cc3Cl)c2Cl)ccc1CNCCNC(C)=O,0.438517302274704,0.4385173,0.4385173,-6.4563003
C#CC1(O)CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CN6CC(NC(C)=O)C6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,,C#CC1(O)CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CN6CC(NC(C)=O)C6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,0.52295982837677,0.5229598,0.5229598,-5.1634846
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C)(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC1CCOCC1C,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C)(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC1CCOCC1C,0.4422481954097748,0.4422482,0.4422482,-6.39918
COc1nc(-c2cccc(-c3cncc(-c4nncc(CNC5CCOCC5)c4C)c3Cl)c2Cl)cnc1C1=NCCN1,,COc1nc(-c2cccc(-c3cncc(-c4nncc(CNC5CCOCC5)c4C)c3Cl)c2Cl)cnc1C1=NCCN1,0.43831512331962585,0.43831512,0.43831512,-6.4593954
COc1ccncc1CNCc1ncc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)nc1OC,,COc1ccncc1CNCc1ncc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)nc1OC,0.43642866611480713,0.43642867,0.43642867,-6.488277
COc1cncc(-c2cccc(-c3cccc(-c4cnc(CN5CC(N6CCC7(C6)CC(C)(C(=O)O)C7)C5)c(OC)n4)c3Cl)c2Cl)n1,,COc1cncc(-c2cccc(-c3cccc(-c4cnc(CN5CC(N6CCC7(C6)CC(C)(C(=O)O)C7)C5)c(OC)n4)c3Cl)c2Cl)n1,0.43433913588523865,0.43433914,0.43433914,-6.520268
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(C)n4)c3Cl)c2Cl)cnc1CN1CCNC(=O)C1C,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(C)n4)c3Cl)c2Cl)cnc1CN1CCNC(=O)C1C,0.5446386337280273,0.54463863,0.54463863,-4.8315825
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C(F)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C(F)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.5150300860404968,0.5150301,0.5150301,-5.2848897
COc1nc(-c2cccc(-c3cccc(-c4cncc(CNCC5CCC(=O)N5)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cncc(CNCC5CCC(=O)N5)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.522383451461792,0.52238345,0.52238345,-5.172309
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(N6CCOCC6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(N6CCOCC6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.5374603271484375,0.5374603,0.5374603,-4.9414825
COc1nc(-c2cccc(-c3cccc(-c4nc(C5CCN(CC6CCC(=O)N6)CC5)c(Cl)[nH]4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4nc(C5CCN(CC6CCC(=O)N6)CC5)c(Cl)[nH]4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.47168290615081787,0.4716829,0.4716829,-5.9485345
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCNCC1CCC(=O)N1,0.5610513091087341,0.5610513,0.5610513,-4.580304
COc1nc(-c2c(F)ccc(-c3cccc4c3CCC4Oc3nc(OC)c(CN4CC5(C(=O)O)CCC4CC5)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2c(F)ccc(-c3cccc4c3CCC4Oc3nc(OC)c(CN4CC5(C(=O)O)CCC4CC5)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,0.44924113154411316,0.44924113,0.44924113,-6.292118
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)s4)c3Cl)c2Cl)cnc1CNCC1CC(O)C1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)s4)c3Cl)c2Cl)cnc1CNCC1CC(O)C1,0.4566537141799927,0.4566537,0.4566537,-6.178632
COc1cc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C(=O)N=C(N)N)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1NC(=O)C2CCCC2N1,,COc1cc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C(=O)N=C(N)N)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1NC(=O)C2CCCC2N1,0.5110759139060974,0.5110759,0.5110759,-5.3454275
C#CC1(O)CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CN6CC(O)C6)c(N(C)C)n5)c4Cl)c3Cl)nc2OC)C1,,C#CC1(O)CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CN6CC(O)C6)c(N(C)C)n5)c4Cl)c3Cl)nc2OC)C1,0.5411012768745422,0.5411013,0.5411013,-4.88574
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CCC(=O)N6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCCN1C,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CCC(=O)N6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCCN1C,0.46400073170661926,0.46400073,0.46400073,-6.0661488
COc1nc(OC2CCc3c(-c4cccc(-c5cccc(OC6CCC(C(=O)O)CC6)c5Cl)c4Cl)cccc32)c(C(F)(F)F)cc1CNC(C(=O)O)C(C)C,,COc1nc(OC2CCc3c(-c4cccc(-c5cccc(OC6CCC(C(=O)O)CC6)c5Cl)c4Cl)cccc32)c(C(F)(F)F)cc1CNC(C(=O)O)C(C)C,0.44740986824035645,0.44740987,0.44740987,-6.320155
COc1nc(-c2cccc(-c3cccc(-c4ccc(C(=O)N5CCN(C)CC5)cn4)c3Cl)c2Cl)cnc1CNCCN1CCNC1=O,,COc1nc(-c2cccc(-c3cccc(-c4ccc(C(=O)N5CCN(C)CC5)cn4)c3Cl)c2Cl)cnc1CNCCN1CCNC1=O,0.5626115202903748,0.5626115,0.5626115,-4.556418
COc1nc(-c2cccc(-c3cnc(CNCCC4CNC(=O)C4)c(OC)n3)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cnc(CNCCC4CNC(=O)C4)c(OC)n3)c2Cl)ccc1CNCC1CCC(=O)N1,0.5922377109527588,0.5922377,0.5922377,-4.102841
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(F)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC1CC(C)(O)C1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(F)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC1CC(C)(O)C1,0.4303087592124939,0.43030876,0.43030876,-6.581973
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCCN=S5(=O)CCCC5)nc4)c3Cl)c2Cl)cnc1CNCCO,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCCN=S5(=O)CCCC5)nc4)c3Cl)c2Cl)cnc1CNCCO,0.482483446598053,0.48248345,0.48248345,-5.7831783
CCc1nc(-c2cccc(-c3cccc(-c4cnc(CNC(CO)C(=O)O)c(OC)n4)c3Cl)c2Cl)cnc1CNC(C)CC,,CCc1nc(-c2cccc(-c3cccc(-c4cnc(CNC(CO)C(=O)O)c(OC)n4)c3Cl)c2Cl)cnc1CNC(C)CC,0.4588632583618164,0.45886326,0.45886326,-6.1448035
COC1=C2C=C(CCC(NC3CCc4c(-c5cccc(-c6ccc(CNCC7CCCCC7)c(OC)n6)c5Cl)cccc43)=N1)C1(C(=O)O)CCN(C2)C1,,COC1=C2C=C(CCC(NC3CCc4c(-c5cccc(-c6ccc(CNCC7CCCCC7)c(OC)n6)c5Cl)cccc43)=N1)C1(C(=O)O)CCN(C2)C1,0.45018622279167175,0.45018622,0.45018622,-6.277649
COc1nc(-c2cccc(-c3cccc(-c4cnc(C5(F)CC(CO)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(C5(F)CC(CO)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.5245662927627563,0.5245663,0.5245663,-5.13889
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCc5cn(C6OCCC6O)nn5)c(OC)n4)c3Cl)c2Cl)cnc1CN,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCc5cn(C6OCCC6O)nn5)c(OC)n4)c3Cl)c2Cl)cnc1CN,0.5613850355148315,0.56138504,0.56138504,-4.5751953
COc1nc(-c2cccc(-c3cccc(-c4nc(CN)ncc4C)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4nc(CN)ncc4C)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.5262868404388428,0.52628684,0.52628684,-5.112549
COc1nc(OC2CCc3c(-c4cccc(-c5cnc(CNC6CC6)nc5)c4Cl)cccc32)c(Cl)cc1CN1CCC(C(=O)O)C1,,COc1nc(OC2CCc3c(-c4cccc(-c5cnc(CNC6CC6)nc5)c4Cl)cccc32)c(Cl)cc1CN1CCC(C(=O)O)C1,0.46045830845832825,0.4604583,0.4604583,-6.1203833
COc1nc(-c2cccc(-c3ccc(CNC4CC(C)(O)C4)cc3CNc3ccc(C4CC4C(=O)O)c(F)c3)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3ccc(CNC4CC(C)(O)C4)cc3CNc3ccc(C4CC4C(=O)O)c(F)c3)c2Cl)ccc1CNCC1CCC(=O)N1,0.47394779324531555,0.4739478,0.4739478,-5.9138594
COc1nc(-c2cccc(-c3cccc(-c4cccc(-c5cnc(CN6CC7(C6)CN(C(C)=O)C7)c(OC)n5)c4Cl)c3Cl)c2F)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cccc(-c5cnc(CN6CC7(C6)CN(C(C)=O)C7)c(OC)n5)c4Cl)c3Cl)c2F)cnc1CNCC1CCC(=O)N1,0.45208364725112915,0.45208365,0.45208365,-6.2485995
CCN1CC(C)C(C)C(NCc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,,CCN1CC(C)C(C)C(NCc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,0.43953391909599304,0.43953392,0.43953392,-6.440736
COc1nc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCCNC(C)=O,,COc1nc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCCNC(C)=O,0.5814324617385864,0.58143246,0.58143246,-4.268269
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCCO)c(OC)n4)c3Cl)c2F)cnc1CN,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCCO)c(OC)n4)c3Cl)c2F)cnc1CN,0.5850445628166199,0.58504456,0.58504456,-4.2129674
COc1nc(-c2cccc(-c3cccc4c3CCN4C(C)=O)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc4c3CCN4C(C)=O)c2Cl)ccc1CNCC1CCC(=O)N1,0.5987204909324646,0.5987205,0.5987205,-4.003589
COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC5COC(C)(C)O5)c(C)n4)c3F)c2Cl)cnc1CN1CC(C)(O)C1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC5COC(C)(C)O5)c(C)n4)c3F)c2Cl)cnc1CN1CC(C)(O)C1,0.46580740809440613,0.4658074,0.4658074,-6.0384884
COc1nc(-c2cccc(-c3cccc(-c4nnc(Nc5cccc(CNCCO)c5)o4)c3C)c2Cl)ccc1CNC1(C(=O)O)CCSCC1,,COc1nc(-c2cccc(-c3cccc(-c4nnc(Nc5cccc(CNCCO)c5)o4)c3C)c2Cl)ccc1CNC1(C(=O)O)CCSCC1,0.4471951127052307,0.4471951,0.4471951,-6.323443
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN(C)CC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN(C)CC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.53053218126297,0.5305322,0.5305322,-5.047552
COc1nc(-c2cccc(-c3cccc(-c4cc(C)nn4C)c3Cl)c2Cl)cnc1CNCC1CC(O)C1,,COc1nc(-c2cccc(-c3cccc(-c4cc(C)nn4C)c3Cl)c2Cl)cnc1CNCC1CC(O)C1,0.44952771067619324,0.4495277,0.4495277,-6.2877307
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CNC(=O)C6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC1CCC(C)(OC)C1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CNC(=O)C6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC1CCC(C)(OC)C1,0.4452775716781616,0.44527757,0.44527757,-6.3528004
COc1nc(-c2cccc(-c3cccc(-c4ccc(CN5CCC(O)C5)c(OC)n4)c3Cl)c2Cl)ccc1CNCCO,,COc1nc(-c2cccc(-c3cccc(-c4ccc(CN5CCC(O)C5)c(OC)n4)c3Cl)c2Cl)ccc1CNCCO,0.4692933261394501,0.46929333,0.46929333,-5.9851193
COC1=C(CN2CC(C)(O)C2)C=C(C(F)(F)F)c2c(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)cccc2C2CCC(=N1)O2,,COC1=C(CN2CC(C)(O)C2)C=C(C(F)(F)F)c2c(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)cccc2C2CCC(=N1)O2,0.4167356491088867,0.41673565,0.41673565,-6.7897773
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(C#N)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(C#N)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC1,0.42684242129325867,0.42684242,0.42684242,-6.6350427
CONC1CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CN6CC(C)(N)C6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,,CONC1CN(Cc2ncc(-c3cccc(-c4cccc(-c5cnc(CN6CC(C)(N)C6)c(OC)n5)c4Cl)c3Cl)nc2OC)C1,0.5471031665802002,0.54710317,0.54710317,-4.7938504
COc1nc(-c2cccc(-c3cccc(-c4nc(C)c(CN5CC6(C5)CN(C(C)=O)C6)c(OC)n4)c3Cl)c2Cl)ccc1CN1CC(N2CCCC2C)C1,,COc1nc(-c2cccc(-c3cccc(-c4nc(C)c(CN5CC6(C5)CN(C(C)=O)C6)c(OC)n4)c3Cl)c2Cl)ccc1CN1CC(N2CCCC2C)C1,0.4789513945579529,0.4789514,0.4789514,-5.837254
COc1nc(-c2cccc(-c3cccc4c3CCC(NCC3CCC(=O)N3)C4O)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc4c3CCC(NCC3CCC(=O)N3)C4O)c2Cl)ccc1CNCC1CCC(=O)N1,0.5981031060218811,0.5981031,0.5981031,-4.013041
COC1=C(CNC2CC(C)(O)C2)N=CC(c2cccc(-c3cnc(CNCC4CCC(=O)N4)c(OC)n3)c2Cl)=C(Cl)C2=CC=CC2=N1,,COC1=C(CNC2CC(C)(O)C2)N=CC(c2cccc(-c3cnc(CNCC4CCC(=O)N4)c(OC)n3)c2Cl)=C(Cl)C2=CC=CC2=N1,0.5039505362510681,0.50395054,0.50395054,-5.454517
COc1nc(-c2cccc(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(C)c4)c3Cl)c2Cl)cnc1CN1CCC(F)C1,,COc1nc(-c2cccc(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(C)c4)c3Cl)c2Cl)cnc1CN1CCC(F)C1,0.43921297788619995,0.43921298,0.43921298,-6.445649
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(F)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(F)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,0.44465628266334534,0.44465628,0.44465628,-6.3623123
COc1nc(OC2CCc3c(-c4cccc(-c5ccc(OCC6(N)CCC6)c(Cl)c5)c4Cl)cccc32)c(Cl)cc1CN1CC2(C(=O)O)CCC1CC2,,COc1nc(OC2CCc3c(-c4cccc(-c5ccc(OCC6(N)CCC6)c(Cl)c5)c4Cl)cccc32)c(Cl)cc1CN1CC2(C(=O)O)CCC1CC2,0.4523722529411316,0.45237225,0.45237225,-6.2441807
COc1nc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)c5C)c4Cl)cccc32)c(C(F)(F)F)nc1CNC1CC(C)(O)C1,,COc1nc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)c5C)c4Cl)cccc32)c(C(F)(F)F)nc1CNC1CC(C)(O)C1,0.430817574262619,0.43081757,0.43081757,-6.574183
CNc1nnc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)o1,,CNc1nnc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)o1,0.5105450749397278,0.5105451,0.5105451,-5.3535547
COc1nc(-c2cccc(-c3cccc4c3CCC4Nc3nc(OC)c(CN4CC5CC(C(O)=NO)(C5)C4)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc4c3CCC4Nc3nc(OC)c(CN4CC5CC(C(O)=NO)(C5)C4)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,0.45748183131217957,0.45748183,0.45748183,-6.165953
COc1ncc(CN2CCCC2CNCc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)c3Cl)nc2OC)cc1CNCCNC(C)=O,,COc1ncc(CN2CCCC2CNCc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)c3Cl)nc2OC)cc1CNCCNC(C)=O,0.498149037361145,0.49814904,0.49814904,-5.5433383
COc1nc(-c2cccc(-c3cnc(C(=O)NC4CC(C)(O)C4)c(OC)n3)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cnc(C(=O)NC4CC(C)(O)C4)c(OC)n3)c2Cl)cnc1CNCC1CCC(=O)N1,0.5850574970245361,0.5850575,0.5850575,-4.2127695
COc1ccc(CNCc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCCO6)c(OC)n5)c4)c3Cl)nc2OC)nc1OC,,COc1ccc(CNCc2ncc(-c3cccc(-c4cccc(-c5cnc(CNCC6CCCO6)c(OC)n5)c4)c3Cl)nc2OC)nc1OC,0.465535044670105,0.46553504,0.46553504,-6.0426583
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCc1ccc(O)c(Br)c1,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCc1ccc(O)c(Br)c1,0.421420693397522,0.4214207,0.4214207,-6.718049
COc1nc(-c2cccc(-c3cccc(-c4ccc(OCCF)c(CN5CC6(CCOC6)C5)c4Cl)c3Cl)c2Cl)cnc1CN1CC2(CCC(=O)N2)C1,,COc1nc(-c2cccc(-c3cccc(-c4ccc(OCCF)c(CN5CC6(CCOC6)C5)c4Cl)c3Cl)c2Cl)cnc1CN1CC2(CCC(=O)N2)C1,0.4251658618450165,0.42516586,0.42516586,-6.660711
